event_id,event_name,platform,event_status,event_group,event_desc,param_count,param_keys
homepage_banner_click,用户点击主页banner,"Android,iOS",已管理,,用户点击主页banner时触发,2,"loc,banner_id"
homepage_banner_show,主页banner展示,"Android,iOS",已管理,,主页banner展示时触发,2,"loc,banner_id"
homepage_blog_banner_click,用户点击主页博客banner,"Android,iOS",已管理,,用户点击主页博客banner时触发,2,"loc,banner_id"
homepage_blog_banner_show,主页博客banner展示,"Android,iOS",已管理,,主页博客banner展示时触发,2,"loc,banner_id"
homepage_func_click,点击首页模块内功能按钮,"Android,iOS",已管理,,点击首页模块内功能按钮时触发该事件(点击按钮上报),5,"func,meepo_abcode,trace_info,position,meepo_abcount"
homepage_func_enter,,"Android,iOS",未管理,,,2,"func,trace_info"
homepage_func_show,首页功能按钮曝光,"Android,iOS",已管理,,首页功能按钮曝光时上报(曝光触发场景参考素材曝光，用户看到曝光),6,"account_id,func,meepo_abcode,trace_info,position,meepo_abcount"
homepage_hpbs_click,用户点击主页底部小banner,"Android,iOS",已管理,,用户点击主页底部小banner时触发,1,banner_id
homepage_hpbs_show,主页底部小banner展示,"Android,iOS",已管理,,主页底部小banner展示时触发,1,banner_id
homepage_swipe,首页滑动,"Android,iOS",已管理,,首页滑动停止时上报，单次上下滑停止时上报,6,"account_id,roll_length,meepo_abcode,length,trace_info,meepo_abcount"
homepage_view,主页展示,"Android,iOS",已管理,,主页展示时触发,8,"account_id,tab,meepo_abcode,is_ jailbreak_user,trace_info,meepo_abcount,is_jailbreak_user,album_status"
hxtest,,iOS,未管理,,,0,
icon_click,ai replace点击选区icon,"Android,iOS",已管理,,ai replace点击选区icon,5,"meepo_abcode,function,icon,trace_info,meepo_abcount"
idfa_allow,用户点击IDFA系统弹窗,iOS,已管理,,用户点击IDFA系统弹窗时触发,1,trace_info
idfa_show,IDFA系统弹窗展示,iOS,已管理,,IDFA系统弹窗展示时触发,1,trace_info
image_config_enter_editor,,"Android,iOS",未管理,,,11,"hit,gpu_level,meepo_abcode,trace_info,ab_code,cpu_level,resolution,meepo_abcount,ram_gb,ratio,ram"
image_config_request,,"Android,iOS",未管理,,,12,"gpu_level,account_id,meepo_abcode,is_64_bit,update,trace_info,common_device_level,ab_code,cpu_level,meepo_abcount,ram_gb,ram"
image_config_result,,"Android,iOS",未管理,,,13,"reason,update,trace_info,ab_code,resolution,meepo_abcount,ram_gb,oldUpdate,account_id,meepo_abcode,success,configId,ram"
importVideo_RecorderCoding,,Android,未管理,,,31,"colorRange,cTime,icon_name,component_version,videoBitrate,VideoBeanId,mode,colorSpace,frameRate,videoStreamDuration,showHeight,outputHeight,colorTransfer,showWidth,metadataAIGC,height,Status,Path,outputWidth,videoFormat,rotation,DeviceMode,audioStreamDuration,audioBitrate,AV_VIDEO,AV_AUDIO,videoDuration,width,if_search,colorPrimaries,exif"
importVideo_VideoInfoDetail,,Android,未管理,,,29,"colorRange,icon_name,component_version,videoBitrate,VideoBeanId,mode,colorSpace,frameRate,videoStreamDuration,showHeight,outputHeight,colorTransfer,showWidth,metadataAIGC,height,Path,outputWidth,videoFormat,rotation,DeviceMode,audioStreamDuration,audioBitrate,AV_VIDEO,AV_AUDIO,videoDuration,width,if_search,colorPrimaries,exif"
is_base_mode,,iOS,未管理,,,1,type
label_click,ai replace 功能label点击,"Android,iOS",已管理,,ai replace 功能label点击时上报,4,"meepo_abcode,trace_info,meepo_abcount,label_id"
limited_access_pic_change,,"Android,iOS",未管理,,,5,"meepo_abcode,pic_num,trace_info,video_num,meepo_abcount"
limited_banner_click,限免保存横幅点击,"Android,iOS",已管理,,限免保存横幅点击时上报,9,"second_func,meepo_abcode,remain,first_func,trace_info,remain_time,position,type,meepo_abcount"
limited_banner_show,限免保存横幅展示,"Android,iOS",已管理,,限免保存横幅展示时上报,8,"second_func,meepo_abcode,remain,first_func,trace_info,remain_time,position,meepo_abcount"
link_app_start,来自onelink or 官网apk的app启动,"Android,iOS",已管理,,来自onelink or 官网apk的app启动,3,"onelink_source,trace_info,apk_source"
livex_ai_agent_show,LiveX AI Agent对话弹出,iOS,已管理,,LiveX AI Agent对话弹出时上报,2,"trace_info,type"
livex_ai_agent_sub_click,点击LiveX推荐的SKU的continue,iOS,已管理,,点击LiveX推荐SKU的continue时上报,4,"trace_info,type,sku,content"
livex_ai_agent_sub_fail,通过LiveX推荐的SKU订阅失败,iOS,已管理,,通过LiveX推荐的SKU订阅失败时上报,5,"prf_fail_reason,trace_info,type,sku,content"
livex_ai_agent_sub_success,通过LiveX推荐的SKU订阅成功,iOS,已管理,,通过LiveX推荐的SKU订阅成功时上报，注意原本的订阅事件w_subscription_success仍需上报,5,"trace_info,type,sku,order_id,content"
load_aw_result,拉取aw配置返回结果,Android,已管理,,拉取aw配置返回结果时上报,6,"is_start,meepo_abcode,trace_info,time,is_success,meepo_abcount"
load_product_result,,"Android,iOS",未管理,,,10,"entrance_id,account_id,time_product,meepo_abcode,product_id,trace_info,is_success,meepo_abcount,time_otid,time_purchased_ids"
local_abdev_consistent,,"Android,iOS",未管理,,,3,"$abcodes,abcodes,local_dev"
log_delete,,"Android,iOS",未管理,,,1,cnt
login_page_click,登录注册页面按钮点击,"Android,iOS",已管理,,登录注册页面按钮点击时上报,5,"meepo_abcode,button_name,trace_info,meepo_abcount,scene"
login_page_show,登录/注册弹窗曝光,"Android,iOS",已管理,,登录/注册弹窗曝光时上报,4,"meepo_abcode,trace_info,meepo_abcount,scene"
login_page_success,登录/注册成功,"Android,iOS",已管理,,登录/注册成功时触发,8,"old_login_id,account_id,is_register,meepo_abcode,login_type,trace_info,meepo_abcount,scene"
login_result,,"Android,iOS",未管理,,,14,"abroad,screen_type,client_channel_id,login_method,account_h5_version,has_phone,uid,login_platform,mainland_login_plan,platform_type,is_register,screen_name,account_sdk_version,error_code"
material_cancel,,"Android,iOS",未管理,,,7,"material_type,category_id,meepo_abcode,module,trace_info,material_id,meepo_abcount"
material_check,素材打勾,"Android,iOS",已管理,,应用功能时触发,30,"mod,mids_category_id,trace_info,filterAlpha,default_value_source,theme_type,meepo_abcount,smile,material_type,mids_material_id,makeup_value,tab,meepo_abcode,bw,is_upload,sparkle_value,is_ai,is_cartoon,filters_value,ai_retouch_value,is_third,arAlpha,module,preset_value,effect_value,background,adjust,hair_dye_value,panel_state,select_area"
material_click,素材点击,"Android,iOS",已管理,,素材点击时触发,13,"is_ai,mod,module,trace_info,is_retry,theme_type,meepo_abcount,material_type,tab,category_id,meepo_abcode,material_id,panel_state"
material_collection,长按素材收藏,"Android,iOS",已管理,,长按素材收藏时上报,7,"material_type,category_id,meepo_abcode,module,trace_info,material_id,meepo_abcount"
material_diversion_click,,iOS,未管理,,,4,"mode,material_id,icon_name,component_version"
material_exposure,素材曝光,"Android,iOS",已管理,,素材曝光时触发,12,"material_type,is_ai,mod,tab,category_id,meepo_abcode,module,trace_info,material_id,theme_type,meepo_abcount,panel_state"
material_pic_show,首屏duffle缩略图素材展示,"Android,iOS",已管理,,首屏duffle缩略图素材展示上报,5,"func,meepo_abcode,trace_info,time,meepo_abcount"
media_import_monitor,,Android,未管理,,,18,"ori_fps,media_duration,video_format,type,transcode_reason,output_bitrate,icon_name,is_hdr,is_compress,component_version,mode,ori_bitrate,output_width,ori_height,ori_width,if_search,output_fps,output_height"
message_banner_click,消息中心banner点击,"Android,iOS",已管理,,消息中心banner点击时上报,3,"banner_id,banner_name,lang"
message_banner_show,消息中心banner展示,"Android,iOS",已管理,,消息中心banner展示时上报,3,"banner_id,banner_name,lang"
message_center_show,「Message Center」页面展示,"Android,iOS",已管理,,「Message Center」页面展示时上报,4,"meepo_abcode,trace_info,lang,meepo_abcount"
model_download_result,功能模型下载返回结果,"Android,iOS",已管理,,下载功能模型返回结果时出发,5,"meepo_abcode,trace_info,time,is_success,meepo_abcount"
mtiab_acknowledge_failed,,Android,未管理,,,12,"sdk_ver_code,sku_type,err_msg,business_trace_id,billing_params,payEnv,google_play_version,mid,sku_id,time,sdk_ver,purchase_info"
mtiab_acknowledge_success,,Android,未管理,,,12,"sdk_ver_code,sku_type,business_trace_id,billing_params,payEnv,google_play_version,mid,sku_id,time,sdk_ver,order_id,purchase_info"
mtiab_billing_init,,Android,未管理,,,6,"sdk_ver_code,payEnv,google_play_version,time,sdk_ver,first"
mtiab_billing_init_failed,,Android,未管理,,,7,"sdk_ver_code,err_msg,payEnv,google_play_version,err_code,time,sdk_ver"
mtiab_google_check_receipt,,Android,未管理,,,10,"sdk_ver_code,sku_type,err_msg,business_trace_id,payEnv,google_play_version,mid,sku_id,time,sdk_ver"
mtiab_google_query_purchase,,Android,未管理,,,10,"sdk_ver_code,sku_type,err_msg,business_trace_id,payEnv,google_play_version,mid,err_code,time,sdk_ver"
mtiab_google_tu_request,,Android,未管理,,,10,"purchase_token,sdk_ver_code,gid,err_msg,business_trace_id,payEnv,google_play_version,mid,time,sdk_ver"
mtiab_h_purchase,,Android,未管理,,,11,"sdk_ver_code,size,sku_type,err_msg,business_trace_id,payEnv,google_play_version,mid,err_code,time,sdk_ver"
mtiab_inapp_messaging,,Android,未管理,,,9,"purchase_token,sdk_ver_code,business_trace_id,payEnv,google_play_version,mid,err_code,time,sdk_ver"
mtiab_p_empty,,Android,未管理,,,10,"sdk_ver_code,err_msg,business_trace_id,payEnv,google_play_version,mid,err_code,time,sdk_ver,purchase_info"
mtiab_payment_after_launch,,Android,未管理,,,9,"sdk_ver_code,sku_type,business_trace_id,payEnv,google_play_version,mid,sku_id,time,sdk_ver"
mtiab_payment_before_launch,,Android,未管理,,,9,"sdk_ver_code,sku_type,business_trace_id,payEnv,google_play_version,mid,sku_id,time,sdk_ver"
mtiab_payment_request,,Android,未管理,,,10,"sdk_ver_code,sku_type,business_trace_id,billing_params,payEnv,google_play_version,mid,sku_id,time,sdk_ver"
mtiab_payment_result,,Android,未管理,,,16,"sdk_ver_code,sku_type,business_trace_id,billing_params,payEnv,google_play_version,mid,err_code,sku_id,pay_action,thread_name,err_msg,time,sdk_ver,account_country,purchase_info"
mtiab_payment_start,,Android,未管理,,,9,"sdk_ver_code,sku_type,business_trace_id,payEnv,google_play_version,mid,sku_id,time,sdk_ver"
mtiab_unexpected_purchase_update,,Android,未管理,,,10,"sdk_ver_code,err_msg,business_trace_id,payEnv,google_play_version,mid,err_code,time,sdk_ver,purchase_info"
mtiap_apple_deferred,,iOS,未管理,,,8,"uid,isLogin,productID,jws,business_trace_id,sdk_ver,env,register_country_code"
mtiap_apple_failed,,iOS,未管理,,,11,"edomain,uid,isLogin,emsg,productID,jws,business_trace_id,sdk_ver,env,register_country_code,ecode"
mtiap_apple_success,,iOS,未管理,,,11,"uid,isLogin,productID,business_trace_id,hasReceipt,from,oid,sdk_ver,env,tid,register_country_code"
mtiap_buy_exception,,iOS,未管理,,,11,"retryDelay,uid,repeatProductID,reason,isLogin,business_trace_id,$inQueueProducts,sdk_ver,env,register_country_code,currentProductID"
mtiap_consumable_cache_result,,iOS,未管理,,,9,"result,uid,isLogin,emsg,business_trace_id,type,sdk_ver,env,register_country_code"
mtiap_custom_error,,iOS,未管理,,,12,"uid,isLogin,code,productID,otid,business_trace_id,from,sdk_ver,env,tid,register_country_code,currentProductID"
mtiap_fetch_receipt,,iOS,未管理,,,12,"edomain,duration,uid,isLogin,emsg,business_trace_id,hasReceipt,sdk_ver,env,register_country_code,receiptPolicy,ecode"
mtiap_get_transactions_duration,,iOS,未管理,,,7,"duration,uid,isLogin,type,sdk_ver,env,register_country_code"
mtiap_offer_request_end,,iOS,未管理,,,12,"result,edomain,duration,uid,isLogin,emsg,productID,business_trace_id,sdk_ver,env,register_country_code,ecode"
mtiap_price_info,,iOS,未管理,,,19,"symbol,country,productID,orderID,business_trace_id,transactionPrice,oid,icuLocale,env,tid,register_country_code,uid,isLogin,displayPrice,price,outPayID,currency,sdk_ver,storefront"
mtiap_promoted_purchase,,iOS,未管理,,,6,"uid,isLogin,productID,sdk_ver,env,register_country_code"
mtiap_receipt_verify,,iOS,未管理,,,21,"edomain,hasTransferID,productID,business_trace_id,hasJWS,productIDInTransaction,oid,env,tid,register_country_code,ecode,result,duration,uid,isLogin,emsg,requestID,from,payID,sdk_ver,retry"
mtiap_restore_apple_failed,,iOS,未管理,,,9,"edomain,uid,isLogin,emsg,business_trace_id,sdk_ver,env,register_country_code,ecode"
mtiap_restore_apple_success,,iOS,未管理,,,6,"uid,isLogin,business_trace_id,sdk_ver,env,register_country_code"
mtiap_restore_server_result,,iOS,未管理,,,12,"result,edomain,duration,uid,isLogin,emsg,business_trace_id,consume,sdk_ver,env,register_country_code,ecode"
mtiap_restore_start,,iOS,未管理,,,6,"uid,isLogin,business_trace_id,sdk_ver,env,register_country_code"
mtiap_retrieve_result,,iOS,未管理,,,12,"duration,uid,isLogin,invalid_ids,business_trace_id,count,sdk_ver,env,$invalid_ids,valid_ids,$valid_ids,register_country_code"
mtiap_start_apple_payment,,iOS,未管理,,,12,"uid,isLogin,quantity,productID,business_trace_id,monthlyOption,offerID,monthlyBilling,transferID,sdk_ver,env,register_country_code"
mtiap_start_offer_request,,iOS,未管理,,,8,"uid,isLogin,productID,business_trace_id,offerID,sdk_ver,env,register_country_code"
mtiap_start_verify_receipt,,iOS,未管理,,,8,"uid,isLogin,business_trace_id,from,sdk_ver,env,register_country_code,gnum"
mtiap_timing_purchase,,iOS,未管理,,,14,"t_promotion,business_trace_id,t_purcahse,env,register_country_code,uid,isLogin,t_validate,v,t_receipt,t_all,t_verify,sdk_ver,t_finish"
mtiap_transaction_exist_result,,iOS,未管理,,,10,"result,uid,isLogin,productID,business_trace_id,oid,sdk_ver,env,tid,register_country_code"
mtlab_process_result,,iOS,未管理,,,2,"func,errorcode"
mtpay_cashier_appear,,iOS,未管理,,,5,"business_trace_id,time,sdk_ver,readable_time,order_info"
mtpay_cashier_info_request_end,,iOS,未管理,,,9,"result,duration,response_code,response_desc,business_trace_id,time,sdk_ver,readable_time,order_info"
mtpay_cashier_info_request_start,,iOS,未管理,,,6,"business_trace_id,time,type,sdk_ver,readable_time,order_info"
mtpay_order_request_end,,iOS,未管理,,,10,"result,duration,response_code,http_code,response_desc,business_trace_id,time,sdk_ver,readable_time,order_info"
mtpay_order_request_start,,iOS,未管理,,,7,"business_trace_id,channel,time,type,sdk_ver,readable_time,order_info"
mtpay_select_channel,,iOS,未管理,,,9,"alipay_install,business_trace_id,wx_install,channel,time,type,sdk_ver,readable_time,order_info"
mtpay_start_cashier,,iOS,未管理,,,7,"scheme,business_trace_id,time,type,sdk_ver,readable_time,order_info"
mtpay_start_third_pay,,iOS,未管理,,,7,"business_trace_id,channel,time,type,sdk_ver,readable_time,order_info"
mtpay_tap_close,,iOS,未管理,,,5,"business_trace_id,time,sdk_ver,readable_time,order_info"
mtpay_user_tap_wx_alert,,iOS,未管理,,,6,"business_trace_id,time,sdk_ver,btn,readable_time,order_info"
mtsub_check_product,,Android,未管理,,,27,"client_expected_language,client_timezone,account_type,code,client_sdk_version,client_os_type,client_app_id,client_model,client_app_version,client_platform,client_enable_iab_unum,sub_data,client_language,client_os_version,sig,sigVersion,sigTime,request_duration_time,product_id,network_duration_time,client_register_country_code,client_ui_version,client_gnum,account_id,duration_time,time,client_country_code"
mtsub_check_status,,"Android,iOS",未管理,,,32,"client_expected_language,other,client_timezone,code,client_sdk_version,client_os_type,client_app_id,business_trace_id,client_model,client_app_version,client_platform,client_enable_iab_unum,sub_data,client_language,client_business_trace_id,client_os_version,sig,sigVersion,sigTime,client_ab_codes,request_duration_time,network_duration_time,transaction_id,client_register_country_code,client_ui_version,transaction_type,message,client_gnum,error_code,duration_time,time,client_country_code"
mtsub_create,,iOS,未管理,,,5,"other,code,business_trace_id,error_code,message"
mtsub_device_change,,Android,未管理,,,29,"client_expected_language,client_timezone,account_type,code,client_sdk_version,client_os_type,client_app_id,client_model,client_app_version,client_platform,client_enable_iab_unum,sub_data,client_language,client_business_trace_id,client_os_version,sig,sigVersion,sigTime,client_ab_codes,app_id,client_register_country_code,client_ui_version,message,client_gnum,purchase_tokens,error_code,duration_time,time,client_country_code"
mtsub_exception,,"Android,iOS",未管理,,,11,"msg,purchase_tokens,path,caller,request_duration_time,exception_type,duration_time,sub_data,app_id,status,network_duration_time"
mtsub_flow_time,,"Android,iOS",未管理,,,6,"sub_time,product_type,all_time,product_id,pay_channel,pay_time"
mtsub_get_all_valid_contract,,Android,未管理,,,30,"vip_group,client_expected_language,client_timezone,account_type,code,client_sdk_version,client_os_type,client_app_id,client_model,client_app_version,client_platform,client_enable_iab_unum,sub_data,platform,client_language,client_business_trace_id,client_os_version,sig,sigVersion,sigTime,request_duration_time,app_id,network_duration_time,client_register_country_code,client_ui_version,client_gnum,account_id,duration_time,time,client_country_code"
mtsub_get_create_trade,,Android,未管理,,,30,"client_expected_language,client_timezone,account_type,code,client_sdk_version,client_os_type,client_app_id,client_model,client_app_version,client_platform,client_enable_iab_unum,sub_data,client_language,client_business_trace_id,client_os_version,sig,sigVersion,sigTime,request_duration_time,product_id,returnUrl,network_duration_time,client_register_country_code,transfer_id,client_ui_version,client_gnum,account_id,duration_time,time,client_country_code"
mtsub_get_gids,,Android,未管理,,,28,"client_expected_language,client_timezone,code,client_sdk_version,client_os_type,client_app_id,client_model,client_app_version,client_platform,client_enable_iab_unum,sub_data,client_language,client_business_trace_id,client_os_version,sig,sigVersion,sigTime,client_ab_codes,app_id,client_register_country_code,client_ui_version,message,client_gnum,purchase_tokens,error_code,duration_time,time,client_country_code"
mtsub_get_transaction_id,,Android,未管理,,,28,"client_expected_language,client_timezone,code,client_sdk_version,client_os_type,client_app_id,client_model,client_app_version,client_platform,client_enable_iab_unum,sub_data,client_language,client_business_trace_id,client_os_version,sig,sigVersion,sigTime,client_ab_codes,app_id,client_register_country_code,client_ui_version,message,client_gnum,purchase_tokens,error_code,duration_time,time,client_country_code"
mtsub_get_valid_contract_by_group,,iOS,未管理,,,5,"other,code,business_trace_id,error_code,message"
mtsub_get_vip_info_by_group,,"Android,iOS",未管理,,,35,"vip_group,client_expected_language,other,client_timezone,account_type,code,client_sdk_version,client_os_type,client_app_id,business_trace_id,client_model,client_app_version,client_platform,client_enable_iab_unum,sub_data,platform,client_language,client_os_version,sig,sigVersion,sigTime,client_ab_codes,request_duration_time,app_id,pix_uid,network_duration_time,client_register_country_code,client_ui_version,message,client_gnum,account_id,error_code,duration_time,time,client_country_code"
mtsub_google_pay_cancel,,Android,未管理,,,8,"isSubType,business_trace_id,payActionState,google_play_version,billingResponseCode,payMessage,google_pay_init_result,errorMsg"
mtsub_google_pay_failed,,Android,未管理,,,8,"isSubType,business_trace_id,payActionState,google_play_version,billingResponseCode,payMessage,google_pay_init_result,errorMsg"
mtsub_google_pay_init,,Android,未管理,,,1,google_play_version
mtsub_google_pay_start,,Android,未管理,,,5,"isSubType,business_trace_id,google_play_version,skuBean,google_pay_init_result"
mtsub_google_pay_success,,Android,未管理,,,7,"isSubType,business_trace_id,payActionState,google_play_version,billingResponseCode,payMessage,google_pay_init_result"
mtsub_google_renew_level,,Android,未管理,,,29,"client_expected_language,client_timezone,code,client_sdk_version,client_os_type,client_app_id,client_model,client_app_version,client_platform,client_enable_iab_unum,sub_data,client_language,client_business_trace_id,client_os_version,sig,sigVersion,sigTime,client_ab_codes,product_id,app_id,client_register_country_code,client_ui_version,message,client_gnum,google_order_Id,error_code,duration_time,time,client_country_code"
mtsub_list_by_third_ids,,Android,未管理,,,29,"client_expected_language,client_timezone,code,client_sdk_version,client_os_type,client_app_id,client_model,client_app_version,client_platform,client_enable_iab_unum,sub_data,platform,client_language,client_business_trace_id,client_os_version,sig,sigVersion,sigTime,client_ab_codes,app_id,client_register_country_code,third_product_ids,client_ui_version,message,client_gnum,error_code,duration_time,time,client_country_code"
mtsub_progress_check_retry,,"Android,iOS",未管理,,,6,"other,code,product_type,product_id,business_trace_id,pay_channel"
mtsub_relieve_contract,,"Android,iOS",未管理,,,32,"client_expected_language,other,client_timezone,account_type,code,client_sdk_version,client_os_type,client_app_id,contract_id,business_trace_id,client_model,client_app_version,client_platform,client_enable_iab_unum,sub_data,client_language,client_business_trace_id,client_os_version,sig,sigVersion,sigTime,request_duration_time,network_duration_time,client_register_country_code,client_ui_version,message,client_gnum,account_id,error_code,duration_time,time,client_country_code"
mtsub_repeat_purchase_popup,,iOS,未管理,,,4,"other,code,error_code,message"
mtsub_transaction_transfer_data,,Android,未管理,,,30,"client_expected_language,client_timezone,code,client_sdk_version,client_os_type,client_app_id,client_model,big_data,client_app_version,client_platform,client_enable_iab_unum,sub_data,client_language,client_business_trace_id,client_os_version,sig,sigVersion,sigTime,client_ab_codes,request_duration_time,network_duration_time,client_register_country_code,client_ui_version,message,client_gnum,base_data,error_code,duration_time,time,client_country_code"
mtsub_transfer,,iOS,未管理,,,5,"other,code,business_trace_id,error_code,message"
mtsub_use_redeem_code,,"Android,iOS",未管理,,,31,"client_expected_language,other,client_timezone,code,client_sdk_version,client_os_type,client_app_id,business_trace_id,client_model,client_app_version,client_platform,client_enable_iab_unum,sub_data,client_language,client_business_trace_id,client_os_version,sig,sigVersion,sigTime,redeem_code,client_ab_codes,app_id,client_register_country_code,client_ui_version,message,client_gnum,error_code,duration_time,time,device,client_country_code"
music_search_fail,,Android,未管理,,,8,"mode,result_type,关键词,cause,音乐搜索来源,search_type,icon_name,component_version"
music_search_start,,Android,未管理,,,6,"mode,关键词,音乐搜索来源,search_type,icon_name,component_version"
new_user_act,,"Android,iOS",未管理,,,1,trace_info
notify_click,,"Android,iOS",未管理,,,2,"trace_info,project"
obtain_privacy_policy,隐私协议设置,"Android,iOS",已管理,,"进入onboarding 后按不同区域接受的权限，上报0和1；
进入设置页面-个性化和数据后，用户选择接受或拒绝并退出时，同时上报4个权限接受和拒绝状态；",8,"sell_my_information,account_id,meepo_abcode,trace_info,feedback_communication,personalized_ads,meepo_abcount,product_analytics"
oepn_app_start,,Android,未管理,,,4,"mode,source,icon_name,component_version"
offline_open,,iOS,未管理,,,4,"file_names_md5,version,app_id,file_size"
offline_unzip_success,,iOS,未管理,,,6,"file_names_md5,file_names,version,preload,app_id,file_size"
page_end,,"Android,iOS",未管理,,,4,"page_id,using_time,data_type,using_duration"
page_start,,"Android,iOS",未管理,,,3,"page_id,using_time,data_type"
payment_success_3month,,Android,未管理,,,6,"af_currency,meepo_abcode,trace_info,currency,af_content_id,meepo_abcount"
payment_success_annual,,Android,未管理,,,6,"af_currency,meepo_abcode,trace_info,currency,af_content_id,meepo_abcount"
paywall_show,,"Android,iOS",未管理,,,9,"account_id,source_module,meepo_abcode,trace_info,sale_status,source_0,time,source_1,meepo_abcount"
photo_import_monitor,,Android,未管理,,,10,"mode,output_width,ori_height,ori_width,if_search,type,icon_name,output_height,is_compress,component_version"
popup_click,点击popup弹窗confirm  button,"Android,iOS",已管理,,"点击popup弹窗confirm  button触发
(不包括评分弹窗)",10,"fourth_func,second_func,meepo_abcode,pop_id,page_name,first_func,trace_info,third_func,pop_name,meepo_abcount"
popup_show,popup弹窗出现,"Android,iOS",已管理,,popup弹窗出现时触发(不包括评分弹窗),10,"fourth_func,second_func,meepo_abcode,pop_id,page_name,first_func,trace_info,third_func,pop_name,meepo_abcount"
privacy_policy_firstclick,,"Android,iOS",未管理,,,8,"entry,port,meepo_abcode,trace_info,action,position,version,meepo_abcount"
privacy_policy_firstshow,隐私权限页面曝光时上报,"Android,iOS",已管理,,隐私权限页面曝光时上报,6,"entry,port,meepo_abcode,trace_info,position,meepo_abcount"
pro_banner_click,编辑器Pro横幅/悬浮标识点击,"Android,iOS",已管理,,非会员应用Pro效果后上方Pro横幅/右上角Pro悬浮标识点击时上报,5,"second_func,meepo_abcode,first_func,trace_info,meepo_abcount"
pro_banner_show,编辑器Pro横幅/悬浮标识曝光,"Android,iOS",已管理,,非会员应用Pro效果后上方展示Pro横幅/右上角Pro悬浮标识展示时上报,5,"second_func,meepo_abcode,first_func,trace_info,meepo_abcount"
pro_halfsheet_click,付费功能提示半窗点击,"Android,iOS",已管理,,非会员点击右上角Pro悬浮标识后，底部付费功能提示半窗点击时上报,7,"second_func,meepo_abcode,feature_nums,button_type,first_func,trace_info,meepo_abcount"
pro_halfsheet_show,付费功能提示半窗曝光,"Android,iOS",已管理,,非会员点击右上角Pro悬浮标识后，底部付费功能提示半窗展示时上报,6,"second_func,meepo_abcode,feature_nums,first_func,trace_info,meepo_abcount"
project_show,「project」列表页展示,"Android,iOS",已管理,,「project」列表页展示时上报,1,trace_info
push_click,点击push,iOS,已管理,,点击push 时触发,3,"campaign_name,trace_info,campaign_id"
question_pop_show,问卷曝光,"Android,iOS",已管理,,问卷曝光时上报,3,"account_id,trace_info,type"
question_pop_sub_success,通过问卷触发的优惠订阅成功,"Android,iOS",已管理,,通过问卷触发的优惠，且最终订阅成功。注意原本的订阅成功事件也需要上报,8,"rest_of_time,meepo_abcode,trace_info,type,sku,order_id,meepo_abcount,content"
question_pop_submit,选择答案后提交,"Android,iOS",已管理,,选择答案后提交时上报,5,"meepo_abcode,trace_info,type,meepo_abcount,content"
question_proplan_show,提交问卷后优惠方案弹窗曝光,"Android,iOS","未管理,已管理",,提交问卷后优惠方案弹窗曝光,5,"meepo_abcode,trace_info,type,meepo_abcount,content"
recent_task_show,任务展示页曝光,"Android,iOS",已管理,,任务展示页曝光时上报,4,"meepo_abcode,trace_info,source,meepo_abcount"
recent_task_view,点击view按钮,"Android,iOS",已管理,,点击view按钮时上报,5,"func,meepo_abcode,trace_info,source,meepo_abcount"
reference_photo_upload,,"Android,iOS",未管理,,,1,trace_info
remove_ads_settings_click,点击设置页面Remove Ads,"Android,iOS",已管理,,点击设置页面Remove Ads时触发,0,
remove_ads_settings_show,展示 Remove Ads,"Android,iOS",已管理,,展示 Remove Ads触发 同一次进入设置页面仅触发一次(上下滑动不用重复报),0,
replace_retain_pop_appr,替换模型挽留弹窗曝光,"Android,iOS",已管理,,替换模型挽留弹窗曝光时上报,2,"project,lang"
replace_retain_pop_clk,替换模型挽留弹窗点击,"Android,iOS",已管理,,替换模型挽留弹窗点击时上报,3,"button_type,project,lang"
report,,Android,未管理,,,7,"page_id,meepo_abcode,name,trace_info,project,meepo_abcount,size_value"
res_invalid_install,,Android,未管理,,,0,
res_invalid_install_click,,Android,未管理,,,0,
restore_purchase_click,用户点击恢复购买,"Android,iOS",已管理,,用户点击恢复购买时触发,5,"account_id,meepo_abcode,trace_info,type,meepo_abcount"
restore_purchase_popup_click,恢复购买弹窗点击,"Android,iOS",已管理,,恢复购买弹窗点击时上报,6,"button,account_id,meepo_abcode,trace_info,type,meepo_abcount"
restore_purchase_popup_show,恢复购买弹窗曝光,"Android,iOS",已管理,,恢复购买弹窗曝光时上报,5,"account_id,meepo_abcode,trace_info,type,meepo_abcount"
restore_purchase_success,用户成功恢复购买,"Android,iOS",已管理,,用户成功恢复购买时触发,5,"account_id,meepo_abcode,trace_info,type,meepo_abcount"
resubscription_fail,,iOS,未管理,,,2,"fail_code,trace_info"
retouch_reshape_tutorial,,Android,未管理,,,0,
retouch_skin_tone_custom_color_save,,Android,未管理,,,0,
retouch_text_tutorial,,Android,未管理,,,0,
retouch_whiten_tutorial,,Android,未管理,,,0,
rewards_apply,用户兑换成功,"Android,iOS","未管理,已管理",,用户兑换成功时触发,4,"meepo_abcode,trace_info,type,meepo_abcount"
rewards_enter,用户进入兑换页,"Android,iOS","未管理,已管理",,用户进入兑换页时触发,3,"rewards_enter_from,account_id,trace_info"
save_share,用户保存照片后点上方分享选项,"Android,iOS",已管理,,用户保存照片后点上方分享选项时触发,8,"share_to,category_id,meepo_abcode,function,trace_info,material_id,type,meepo_abcount"
