requirement_id,requirement_name,versions,shareLink,xlsx,markdown,priority
6243,Airbrush Makeup新增Freckles（曾曾）@赟晖,8.6.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6243&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Airbrush_Makeup新增Freckles（曾曾）@赟晖_6243.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Airbrush_Makeup新增Freckles（曾曾）@赟晖_6243.md,p1
6253,格式埋点,8.6.5,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6253&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/格式埋点_6253.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/格式埋点_6253.md,p1
6254,Body多人,8.6.5,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6254&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Body多人_6254.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Body多人_6254.md,p1
6255,取消支付挽留优惠价格调整AB实验 （晉羽）@赟晖,8.7.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6255&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/取消支付挽留优惠价格调整AB实验_（晉羽）@赟晖_6255.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/取消支付挽留优惠价格调整AB实验_（晉羽）@赟晖_6255.md,p0
6256,AB实验：Airbrush Reshape位置调整AB实验（可乐）,8.7.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6256&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_Reshape位置调整AB实验（可乐）_6256.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_Reshape位置调整AB实验（可乐）_6256.md,p0
6263,支持会员兑换码（忻恬）@赟晖,8.7.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6263&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/支持会员兑换码（忻恬）@赟晖_6263.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/支持会员兑换码（忻恬）@赟晖_6263.md,p1
6264,iOS TestFlight包新增订阅提示（忻恬）@赟晖,8.7.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6264&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/iOS_TestFlight包新增订阅提示（忻恬）@赟晖_6264.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/iOS_TestFlight包新增订阅提示（忻恬）@赟晖_6264.md,p2
6265,Magic多人脸@钰静,8.7.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6265&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Magic多人脸@钰静_6265.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Magic多人脸@钰静_6265.md,p1
6266,AB实验：Airbrush 安装包体积优化（曾曾）@赟晖,8.7.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6266&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_安装包体积优化（曾曾）@赟晖_6266.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_安装包体积优化（曾曾）@赟晖_6266.md,p2
6267,体验优化：Airbrush评分弹窗优化（曾曾）@赟晖,8.7.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6267&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/体验优化：Airbrush评分弹窗优化（曾曾）@赟晖_6267.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/体验优化：Airbrush评分弹窗优化（曾曾）@赟晖_6267.md,p1
6268,新手引导流程@钰静,8.7.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6268&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/新手引导流程@钰静_6268.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/新手引导流程@钰静_6268.md,p1
6269,保分页Camera@钰静,8.7.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6269&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/保分页Camera@钰静_6269.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/保分页Camera@钰静_6269.md,p1
6271,智能修图@钰静,8.7.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6271&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/智能修图@钰静_6271.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/智能修图@钰静_6271.md,p1
6275,AB实验：Airbrush激励广告策略调整AB实验（可乐）@赟晖,8.7.5,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6275&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush激励广告策略调整AB实验（可乐）@赟晖_6275.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush激励广告策略调整AB实验（可乐）@赟晖_6275.md,p0
6283,【P1】功能新增：Airbrush Face新增小项（曾曾）@赟晖,8.8.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6283&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P1】功能新增：Airbrush_Face新增小项（曾曾）@赟晖_6283.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P1】功能新增：Airbrush_Face新增小项（曾曾）@赟晖_6283.md,p1
6285,iOS增加订阅页主动曝光AB实验（忻恬）@赟晖,8.8.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6285&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/iOS增加订阅页主动曝光AB实验（忻恬）@赟晖_6285.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/iOS增加订阅页主动曝光AB实验（忻恬）@赟晖_6285.md,p0
6286,AI Retouch 线上效果新增滑杆@钰静,8.8.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6286&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AI_Retouch_线上效果新增滑杆@钰静_6286.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AI_Retouch_线上效果新增滑杆@钰静_6286.md,p1
6287,【P0】AB实验：Airbrush对“特定人群”提供face限免福利AB实验（可乐）@赟晖,8.8.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6287&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】AB实验：Airbrush对“特定人群”提供face限免福利AB实验（可乐）@赟晖_6287.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】AB实验：Airbrush对“特定人群”提供face限免福利AB实验（可乐）@赟晖_6287.md,p0
6288,Filter 默认值优化＆本地记忆实验@钰静,8.8.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6288&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Filter_默认值优化＆本地记忆实验@钰静_6288.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Filter_默认值优化＆本地记忆实验@钰静_6288.md,p1
6289,Hair新增发量Pro@赟晖,8.8.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6289&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Hair新增发量Pro@赟晖_6289.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Hair新增发量Pro@赟晖_6289.md,p1
6294,Eraser新增子功能进入@钰静,8.8.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6294&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Eraser新增子功能进入@钰静_6294.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Eraser新增子功能进入@钰静_6294.md,p1
6295,首页AI Repair@钰静,8.8.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6295&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/首页AI_Repair@钰静_6295.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/首页AI_Repair@钰静_6295.md,p1
6298,【P0】订阅横幅改造AB实验（忻恬）@赟晖,8.9.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6298&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】订阅横幅改造AB实验（忻恬）@赟晖_6298.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】订阅横幅改造AB实验（忻恬）@赟晖_6298.md,p0
6301,【P1】AB实验：Airbrush Makeup付费密度降低（曾曾）@赟晖,8.9.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6301&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P1】AB实验：Airbrush_Makeup付费密度降低（曾曾）@赟晖_6301.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P1】AB实验：Airbrush_Makeup付费密度降低（曾曾）@赟晖_6301.md,p1
6302,功能新增：Airbrush Retouch 新增多族裔效果（Jamie）@赟晖,8.9.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6302&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush_Retouch_新增多族裔效果（Jamie）@赟晖_6302.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush_Retouch_新增多族裔效果（Jamie）@赟晖_6302.md,p1
6303,【P1】体验优化：Airbrush Reshape 新增 body 引导（Jamie）@赟晖,8.9.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6303&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P1】体验优化：Airbrush_Reshape_新增_body_引导（Jamie）@赟晖_6303.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P1】体验优化：Airbrush_Reshape_新增_body_引导（Jamie）@赟晖_6303.md,p1
6304,Tattoo,8.9.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6304&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Tattoo_6304.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Tattoo_6304.md,p1
6305,Hair多人识别,8.9.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6305&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Hair多人识别_6305.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Hair多人识别_6305.md,p1
6306,视频二期,8.10.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6306&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/视频二期_6306.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/视频二期_6306.md,p1
6307,小红点,8.10.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6307&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/小红点_6307.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/小红点_6307.md,p1
6323,【P0】体验优化：Airbrush Hair新增多人识别（曾曾)-长线,8.10.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6323&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】体验优化：Airbrush_Hair新增多人识别（曾曾)-长线_6323.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】体验优化：Airbrush_Hair新增多人识别（曾曾)-长线_6323.md,p0
6324,【P0】Onboarding订阅页优化AB实验（忻恬）,8.10.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6324&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】Onboarding订阅页优化AB实验（忻恬）_6324.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】Onboarding订阅页优化AB实验（忻恬）_6324.md,p0
6325,Body新增ai shape,8.11.5,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6325&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Body新增ai_shape_6325.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Body新增ai_shape_6325.md,p1
6326,【P1】功能新增：Airbrush Relight 支持法线打光（Jamie）,8.10.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6326&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P1】功能新增：Airbrush_Relight_支持法线打光（Jamie）_6326.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P1】功能新增：Airbrush_Relight_支持法线打光（Jamie）_6326.md,p1
6327,AB实验：Airbrush AI Retouch 缩略图替换（Jamie）,8.10.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6327&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_AI_Retouch_缩略图替换（Jamie）_6327.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_AI_Retouch_缩略图替换（Jamie）_6327.md,p1
6328,功能新增：Airbrush 局部妆支持AI能力（曾曾）,8.10.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6328&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush_局部妆支持AI能力（曾曾）_6328.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush_局部妆支持AI能力（曾曾）_6328.md,p1
6334,其他：Zendesk迁移集团客服中台（Mia）,8.10.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6334&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/其他：Zendesk迁移集团客服中台（Mia）_6334.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/其他：Zendesk迁移集团客服中台（Mia）_6334.md,p1
6339,Retouch & Face 3D骨相还原 和Face lift pro,8.11.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6339&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Retouch_&_Face_3D骨相还原_和Face_lift_pro_6339.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Retouch_&_Face_3D骨相还原_和Face_lift_pro_6339.md,p1
6340,【P0】AB实验：Airbrush激励广告策略调整AB实验-2期（可乐）,8.11.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6340&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】AB实验：Airbrush激励广告策略调整AB实验-2期（可乐）_6340.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】AB实验：Airbrush激励广告策略调整AB实验-2期（可乐）_6340.md,p0
6341,安卓用户分层优惠不展示季卡（晋羽）,8.11.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6341&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/安卓用户分层优惠不展示季卡（晋羽）_6341.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/安卓用户分层优惠不展示季卡（晋羽）_6341.md,p1
6342,Teeth去牙渍,8.11.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6342&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Teeth去牙渍_6342.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Teeth去牙渍_6342.md,p1
6344,Repair批量,8.11.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6344&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Repair批量_6344.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Repair批量_6344.md,p1
6348,smart模式补充埋点,8.11.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6348&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/smart模式补充埋点_6348.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/smart模式补充埋点_6348.md,p1
6349,精细化分层优惠——已过期会员AB实验（忻恬）,8.11.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6349&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/精细化分层优惠——已过期会员AB实验（忻恬）_6349.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/精细化分层优惠——已过期会员AB实验（忻恬）_6349.md,p1
6361,【P0】iOS年SKU月付AB实验（忻恬）,8.11.5,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6361&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】iOS年SKU月付AB实验（忻恬）_6361.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】iOS年SKU月付AB实验（忻恬）_6361.md,p0
6363,【P0】美国地区3天免费试用AB实验（忻恬）,8.11.5,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6363&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】美国地区3天免费试用AB实验（忻恬）_6363.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P0】美国地区3天免费试用AB实验（忻恬）_6363.md,p0
6364,Relight新增一级入口,8.11.5,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6364&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Relight新增一级入口_6364.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Relight新增一级入口_6364.md,p1
6365,【P1】功能新增：Airbrush Hair新增去碎发（曾曾）,8.12.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6365&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P1】功能新增：Airbrush_Hair新增去碎发（曾曾）_6365.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P1】功能新增：Airbrush_Hair新增去碎发（曾曾）_6365.md,p1
6366,【P1】功能新增：Airbrush 磨皮效果新增（曾曾）,8.11.5,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6366&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P1】功能新增：Airbrush_磨皮效果新增（曾曾）_6366.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P1】功能新增：Airbrush_磨皮效果新增（曾曾）_6366.md,p1
6367,【P2】效果新增：Airbrush Skin新增Clean Skin（曾曾）,8.12.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6367&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P2】效果新增：Airbrush_Skin新增Clean_Skin（曾曾）_6367.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/【P2】效果新增：Airbrush_Skin新增Clean_Skin（曾曾）_6367.md,p2
6368,Skin&Magic新增埋点,8.12.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6368&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Skin&Magic新增埋点_6368.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Skin&Magic新增埋点_6368.md,p1
6369,banner分类新增字段,8.12.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6369&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/banner分类新增字段_6369.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/banner分类新增字段_6369.md,p1
6370,Airbrush Skin 功能顺序调整（Jamie）,8.11.5,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6370&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Airbrush_Skin_功能顺序调整（Jamie）_6370.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Airbrush_Skin_功能顺序调整（Jamie）_6370.md,p1
6371,Body 多族裔 Auto 参数（Jamie）,8.12.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6371&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Body_多族裔_Auto_参数（Jamie）_6371.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Body_多族裔_Auto_参数（Jamie）_6371.md,p1
6372,性别检测,8.12.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6372&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/性别检测_6372.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/性别检测_6372.md,p1
