月份,市场,平台,渠道/自然,功能,进入人数,打勾人数,活跃人数,打勾渗透率,进入渗透率,进入排名,打勾排名
2026-02,墨西哥,iOS,Organic,Reshape,39.42857142857143,26.75,219.71428571428572,0.12131635243678138,0.17886484086377105,5,4
2026-02,墨西哥,iOS,Organic,Resize,14.357142857142858,6.607142857142857,219.71428571428572,0.030224419153993366,0.06561862985935499,17,16
2026-02,墨西哥,iOS,Organic,Skin Tone,21.392857142857142,15.214285714285714,219.71428571428572,0.06901684800972119,0.09666557325919693,12,9
2026-02,墨西哥,iOS,Organic,Smooth,36.035714285714285,29.107142857142858,219.71428571428572,0.13277491307773184,0.1640508006794036,6,3
2026-02,墨西哥,iOS,Organic,Stamp,4.821428571428571,1.25,219.71428571428572,0.005551406039350168,0.021871148023577543,37,35
2026-02,墨西哥,iOS,Organic,Teeth,12.964285714285714,0.0,219.71428571428572,0.0,0.05887226557125983,19,43
2026-02,墨西哥,iOS,Organic,Text,2.392857142857143,0.21428571428571427,219.71428571428572,0.0009699955410359137,0.010813106973884256,44,42
2026-02,墨西哥,iOS,non-Organic,AI Expand,1.1071428571428572,0.17857142857142858,15.535714285714286,0.009231366459627329,0.11362743194101622,16,30
2026-02,墨西哥,iOS,non-Organic,AI Image,3.6785714285714284,0.4642857142857143,15.535714285714286,0.029957544022393645,0.23942700490994714,3,13
2026-02,墨西哥,iOS,non-Organic,AI Repair,2.5357142857142856,1.6428571428571428,15.535714285714286,0.1038043032898618,0.17533364040574967,6,1
2026-02,墨西哥,iOS,non-Organic,AI Replace,0.5,0.25,15.535714285714286,0.017745052566481137,0.10749925999925998,21,21
2026-02,墨西哥,iOS,non-Organic,AI Retouch,3.0357142857142856,1.0357142857142858,15.535714285714286,0.06712988232530374,0.19322620864984877,5,5
2026-02,墨西哥,iOS,non-Organic,AI Tattoo,0.4642857142857143,0.10714285714285714,15.535714285714286,0.005570652173913044,0.0776351928961787,37,32
2026-02,墨西哥,iOS,non-Organic,Acne,0.6363636363636364,0.3181818181818182,15.818181818181818,0.020332558855286127,0.109237123987124,19,18
2026-02,墨西哥,iOS,non-Organic,Adjust,2.142857142857143,0.4642857142857143,15.535714285714286,0.03414347757446954,0.15317209953918948,10,12
2026-02,墨西哥,iOS,non-Organic,Background,1.0,0.07142857142857142,15.535714285714286,0.005126452494873548,0.13520244586866945,12,33
2026-02,墨西哥,iOS,non-Organic,Blur,0.39285714285714285,0.17857142857142858,15.535714285714286,0.012878009595446572,0.06651263932146285,42,25
2026-02,墨西哥,iOS,non-Organic,Body,1.8571428571428572,1.25,15.535714285714286,0.08495260414071588,0.1579035671048151,9,3
2026-02,墨西哥,iOS,non-Organic,Bokeh,0.2857142857142857,0.03571428571428571,15.535714285714286,0.002551020408163265,0.09769057195527785,28,37
2026-02,墨西哥,iOS,non-Organic,Brighten,0.4090909090909091,0.18181818181818182,15.818181818181818,0.012487846378220709,0.08112108479755538,35,26
2026-02,墨西哥,iOS,non-Organic,Concealer,0.45454545454545453,0.09090909090909091,15.818181818181818,0.011363636363636364,0.09678755272505274,29,27
2026-02,墨西哥,iOS,non-Organic,Contour,0.2777777777777778,0.1111111111111111,15.777777777777779,0.013333333333333334,0.11357142857142856,17,24
2026-02,墨西哥,iOS,non-Organic,Crop,0.75,0.42857142857142855,15.535714285714286,0.025630130510702304,0.07344153797798299,38,15
2026-02,墨西哥,iOS,non-Organic,Dark Circles,0.22727272727272727,0.13636363636363635,15.818181818181818,0.014037433155080214,0.11292016806722689,18,23
2026-02,墨西哥,iOS,non-Organic,Details,0.3888888888888889,0.05555555555555555,15.777777777777779,0.0022222222222222222,0.10846753246753246,20,40
2026-02,墨西哥,iOS,non-Organic,Effects,1.0714285714285714,0.0,15.535714285714286,0.0,0.10159275864576041,24,42
2026-02,墨西哥,iOS,non-Organic,Eraser,2.2857142857142856,1.2857142857142858,15.535714285714286,0.08185923661896201,0.16821684139820836,8,4
2026-02,墨西哥,iOS,non-Organic,Expression,0.75,0.10714285714285714,15.535714285714286,0.005892857142857143,0.08849280197909123,31,31
2026-02,墨西哥,iOS,non-Organic,Eye Brighten,0.2222222222222222,0.16666666666666666,15.777777777777779,0.020435120435120437,0.10666392431098315,22,17
2026-02,墨西哥,iOS,non-Organic,Face,2.892857142857143,1.2142857142857142,15.535714285714286,0.08951489329389403,0.1961854584037559,4,2
2026-02,墨西哥,iOS,non-Organic,Face Fix,0.7857142857142857,0.2857142857142857,15.535714285714286,0.01691279582008242,0.08626342751246004,33,22
2026-02,墨西哥,iOS,non-Organic,Filters,3.9285714285714284,0.39285714285714285,15.535714285714286,0.024245041655479516,0.253216672137696,2,16
2026-02,墨西哥,iOS,non-Organic,Glitter,0.6785714285714286,0.07142857142857142,15.535714285714286,0.004613095238095237,0.10142010552227271,25,34
2026-02,墨西哥,iOS,non-Organic,Glowup,1.0357142857142858,0.35714285714285715,15.535714285714286,0.020250357389332542,0.09289261498562176,30,19
2026-02,墨西哥,iOS,non-Organic,Hair,2.3214285714285716,0.7142857142857143,15.535714285714286,0.041451020200743774,0.17036559840091606,7,10
2026-02,墨西哥,iOS,non-Organic,Magic,3.892857142857143,1.0357142857142858,15.535714285714286,0.06469363437074435,0.25718794302616016,1,6
2026-02,墨西哥,iOS,non-Organic,Makeup,1.1428571428571428,0.5714285714285714,15.535714285714286,0.03742116583475496,0.10428033357251623,23,11
2026-02,墨西哥,iOS,non-Organic,Matte,0.16,0.04,15.6,0.002,0.08720588235294117,32,41
2026-02,墨西哥,iOS,non-Organic,Muscle,0.8571428571428571,0.5,15.535714285714286,0.0286446713326052,0.08200966882439727,34,14
2026-02,墨西哥,iOS,non-Organic,Mykit,0.7142857142857143,0.0,15.535714285714286,0.0,0.11772759103641457,14,42
2026-02,墨西哥,iOS,non-Organic,Plump,0.42857142857142855,0.17857142857142858,15.535714285714286,0.011244202226345085,0.06462096234753145,43,28
2026-02,墨西哥,iOS,non-Organic,Preset,0.9285714285714286,0.03571428571428571,15.535714285714286,0.002232142857142857,0.11686510012303716,15,38
2026-02,墨西哥,iOS,non-Organic,Prism,0.25,0.07142857142857142,15.535714285714286,0.003979591836734694,0.0700030525030525,41,35
2026-02,墨西哥,iOS,non-Organic,Relight,1.8928571428571428,0.7142857142857143,15.535714285714286,0.05019493603664228,0.1516733493291284,11,7
2026-02,墨西哥,iOS,non-Organic,Reshape,1.8214285714285714,0.75,15.535714285714286,0.04860278336529707,0.13218987128295248,13,8
2026-02,墨西哥,iOS,non-Organic,Resize,0.6428571428571429,0.14285714285714285,15.535714285714286,0.009365450725744842,0.07029640306486112,40,29
2026-02,墨西哥,iOS,non-Organic,Skin Tone,0.5454545454545454,0.2727272727272727,15.818181818181818,0.018832808605535878,0.10081088664421997,26,20
2026-02,墨西哥,iOS,non-Organic,Smooth,1.0833333333333333,0.7083333333333334,16.083333333333332,0.04857666570901865,0.10027251457136722,27,9
2026-02,墨西哥,iOS,non-Organic,Stamp,0.39285714285714285,0.03571428571428571,15.535714285714286,0.002232142857142857,0.06233901783715779,44,38
2026-02,墨西哥,iOS,non-Organic,Teeth,0.6428571428571429,0.0,15.535714285714286,0.0,0.07155011724816292,39,42
2026-02,墨西哥,iOS,non-Organic,Text,0.6071428571428571,0.03571428571428571,15.535714285714286,0.003246753246753247,0.08031306857393815,36,36
2026-02,巴西,Android,Organic,AI Expand,57.25,26.678571428571427,2078.785714285714,0.01285903520316559,0.02767807633835776,30,24
2026-02,巴西,Android,Organic,AI Image,257.7857142857143,63.714285714285715,2078.785714285714,0.03088853306720109,0.12448049608600752,6,15
2026-02,巴西,Android,Organic,AI Repair,71.0,33.464285714285715,2078.785714285714,0.01613207590926023,0.0342333256559427,25,21
2026-02,巴西,Android,Organic,AI Replace,28.321428571428573,12.678571428571429,2078.785714285714,0.006116230752438592,0.013589112871590025,37,31
2026-02,巴西,Android,Organic,AI Retouch,349.5357142857143,164.10714285714286,2078.785714285714,0.07935204526203263,0.16888349044722265,4,2
2026-02,巴西,Android,Organic,AI Tattoo,49.357142857142854,17.928571428571427,2078.785714285714,0.0086799403705304,0.023776804699403298,33,27
2026-02,巴西,Android,Organic,Acne,111.46428571428571,81.42857142857143,2078.785714285714,0.03939026762236448,0.05392428753598847,15,12
2026-02,巴西,Android,Organic,Adjust,169.14285714285714,91.82142857142857,2078.785714285714,0.044312291412367165,0.08154118618674004,10,11
2026-02,巴西,Android,Organic,Background,89.17857142857143,12.571428571428571,2078.785714285714,0.0060839508172141074,0.043064060795229994,19,32
2026-02,巴西,Android,Organic,Blur,74.21428571428571,48.035714285714285,2078.785714285714,0.023093834226762092,0.035751092970361754,24,17
2026-02,巴西,Android,Organic,Body,117.92857142857143,72.75,2078.785714285714,0.035097811796482234,0.056901792439611056,14,13
2026-02,巴西,Android,Organic,Bokeh,35.0,11.107142857142858,2078.785714285714,0.005446662734568077,0.016971300087792993,36,34
2026-02,巴西,Android,Organic,Brighten,56.892857142857146,29.428571428571427,2078.785714285714,0.014114521458413526,0.02733420336288674,31,22
2026-02,巴西,Android,Organic,Concealer,86.64285714285714,38.67857142857143,2078.785714285714,0.018683868885642753,0.04184702510624204,20,18
2026-02,巴西,Android,Organic,Contour,25.428571428571427,11.964285714285714,2078.785714285714,0.005736198932085881,0.012193684225814492,40,33
2026-02,巴西,Android,Organic,Crop,130.28571428571428,101.39285714285714,2078.785714285714,0.04904735931219733,0.06308302589129153,13,9
2026-02,巴西,Android,Organic,Dark Circles,53.57142857142857,35.25,2078.785714285714,0.016929491598947664,0.02572347761645014,32,20
2026-02,巴西,Android,Organic,Details,23.285714285714285,9.178571428571429,2078.785714285714,0.004463202549568896,0.011199723669496139,42,36
2026-02,巴西,Android,Organic,Effects,100.82142857142857,6.857142857142857,2078.785714285714,0.003322088342152217,0.04878381384165072,16,40
2026-02,巴西,Android,Organic,Eraser,184.82142857142858,97.32142857142857,2078.785714285714,0.04694014224146922,0.08925140238541764,9,10
2026-02,巴西,Android,Organic,Expression,57.964285714285715,17.714285714285715,2078.785714285714,0.008444902843400465,0.027758173091828136,29,28
2026-02,巴西,Android,Organic,Eye Brighten,27.785714285714285,16.285714285714285,2078.785714285714,0.00784166226696535,0.0133432024128652,39,29
2026-02,巴西,Android,Organic,Face,365.64285714285717,159.82142857142858,2078.785714285714,0.07717666606728324,0.17659997287743187,3,3
2026-02,巴西,Android,Organic,Face Fix,68.14285714285714,15.25,2078.785714285714,0.00736128117245692,0.03273219351162375,27,30
2026-02,巴西,Android,Organic,Filters,398.0,125.78571428571429,2078.785714285714,0.06069456850373324,0.19208993432593505,1,6
2026-02,巴西,Android,Organic,Glitter,38.142857142857146,8.25,2078.785714285714,0.003975324201756622,0.018426151052356066,35,38
2026-02,巴西,Android,Organic,Glowup,98.75,26.642857142857142,2078.785714285714,0.012437538240769291,0.046884445102892025,17,25
2026-02,巴西,Android,Organic,Hair,314.67857142857144,113.28571428571429,2078.785714285714,0.05479894477597229,0.15197355374858493,5,7
2026-02,巴西,Android,Organic,Magic,397.0,214.71428571428572,2078.785714285714,0.10369742739339258,0.1918185367509774,2,1
2026-02,巴西,Android,Organic,Makeup,252.5,141.32142857142858,2078.785714285714,0.06840113721146274,0.12212743013701702,7,4
2026-02,巴西,Android,Organic,Matte,23.5,9.357142857142858,2078.785714285714,0.004496056215819876,0.011329854143141652,41,35
2026-02,巴西,Android,Organic,Muscle,77.35714285714286,28.214285714285715,2078.785714285714,0.013673644324606795,0.037590866754725984,23,23
2026-02,巴西,Android,Organic,Mykit,44.42857142857143,0.0,2078.785714285714,0.0,0.02148108804853771,34,43
2026-02,巴西,Android,Organic,Plump,61.107142857142854,22.464285714285715,2078.785714285714,0.010858943652158368,0.029534658477102297,28,26
2026-02,巴西,Android,Organic,Preset,78.21428571428571,8.464285714285714,2078.785714285714,0.004141390061048771,0.03789908555451484,22,37
2026-02,巴西,Android,Organic,Prism,20.607142857142858,7.928571428571429,2078.785714285714,0.0038332152854236375,0.009958902514598893,44,39
2026-02,巴西,Android,Organic,Relight,148.92857142857142,71.46428571428571,2078.785714285714,0.034626317838004086,0.07209705811682386,12,14
2026-02,巴西,Android,Organic,Reshape,204.67857142857142,138.75,2078.785714285714,0.06658548306739151,0.09827866375347691,8,5
2026-02,巴西,Android,Organic,Resize,69.46428571428571,35.857142857142854,2078.785714285714,0.01708597562387258,0.0331970192416027,26,19
2026-02,巴西,Android,Organic,Skin Tone,89.57142857142857,56.714285714285715,2078.785714285714,0.027249504253570277,0.04310553775543361,18,16
2026-02,巴西,Android,Organic,Smooth,149.39285714285714,108.46428571428571,2078.785714285714,0.052322372301702925,0.07214458446043792,11,8
2026-02,巴西,Android,Organic,Stamp,22.535714285714285,4.607142857142857,2078.785714285714,0.0022281203084050277,0.010883925566557952,43,41
2026-02,巴西,Android,Organic,Teeth,83.75,0.0,2078.785714285714,0.0,0.04016449192636653,21,43
2026-02,巴西,Android,Organic,Text,27.928571428571427,3.75,2078.785714285714,0.001831212595425917,0.013478811914775873,38,42
2026-02,巴西,Android,non-Organic,AI Expand,546.0,242.92857142857142,14378.5,0.016941157971576963,0.03802707914824656,23,19
2026-02,巴西,Android,non-Organic,AI Image,4065.0,1393.2142857142858,14378.5,0.09664128953917547,0.28186547382750665,1,3
2026-02,巴西,Android,non-Organic,AI Repair,471.07142857142856,205.5,14378.5,0.014310347859348278,0.03285805757164511,24,21
2026-02,巴西,Android,non-Organic,AI Replace,183.10714285714286,85.07142857142857,14378.5,0.0059225918039163055,0.012750164337470239,37,35
2026-02,巴西,Android,non-Organic,AI Retouch,3090.5714285714284,1489.8214285714287,14378.5,0.10355617867587319,0.2147643866674843,4,1
2026-02,巴西,Android,non-Organic,AI Tattoo,611.3214285714286,259.67857142857144,14378.5,0.018124475082509722,0.042591863956367396,20,18
2026-02,巴西,Android,non-Organic,Acne,364.2142857142857,193.17857142857142,14378.5,0.01339827993798733,0.025267964012110077,29,23
2026-02,巴西,Android,non-Organic,Adjust,681.2857142857143,294.7142857142857,14378.5,0.02046072438447658,0.047379380607940204,17,16
2026-02,巴西,Android,non-Organic,Background,727.3571428571429,154.14285714285714,14378.5,0.010650518165858141,0.05052534033829469,15,25
2026-02,巴西,Android,non-Organic,Blur,234.17857142857142,113.5,14378.5,0.007906306856209815,0.016309875658076584,35,29
2026-02,巴西,Android,non-Organic,Body,756.3928571428571,399.14285714285717,14378.5,0.027723873350959414,0.0525603223426822,14,10
2026-02,巴西,Android,non-Organic,Bokeh,142.28571428571428,41.214285714285715,14378.5,0.0029003485208277738,0.00994192292656489,42,39
2026-02,巴西,Android,non-Organic,Brighten,436.5357142857143,198.89285714285714,14378.5,0.013810062390543358,0.030284642437540563,26,22
2026-02,巴西,Android,non-Organic,Concealer,653.8571428571429,275.64285714285717,14378.5,0.019120395139391864,0.04544461943636099,18,17
2026-02,巴西,Android,non-Organic,Contour,158.53571428571428,72.75,14378.5,0.00507282179584013,0.01102235078662967,40,36
2026-02,巴西,Android,non-Organic,Crop,560.3571428571429,391.25,14378.5,0.027240569521108766,0.039012661258882295,22,11
2026-02,巴西,Android,non-Organic,Dark Circles,297.75,146.96428571428572,14378.5,0.010226612021276196,0.020697660377562228,33,26
2026-02,巴西,Android,non-Organic,Details,134.53571428571428,48.392857142857146,14378.5,0.003361428024304765,0.009352301403307256,43,38
2026-02,巴西,Android,non-Organic,Effects,841.6071428571429,110.39285714285714,14378.5,0.007698672580709658,0.058468799195770645,11,30
2026-02,巴西,Android,non-Organic,Eraser,1106.9285714285713,462.39285714285717,14378.5,0.032308748912060724,0.07745461900612224,9,9
2026-02,巴西,Android,non-Organic,Expression,352.0,130.28571428571428,14378.5,0.009030655699491108,0.0244640249623549,31,27
2026-02,巴西,Android,non-Organic,Eye Brighten,181.35714285714286,85.89285714285714,14378.5,0.005979579922690319,0.012616727127174331,38,34
2026-02,巴西,Android,non-Organic,Face,2710.3571428571427,1054.357142857143,14378.5,0.07321587750778207,0.1882679578075316,6,5
2026-02,巴西,Android,non-Organic,Face Fix,424.0,115.71428571428571,14378.5,0.008039120711841057,0.029476931609007193,27,28
2026-02,巴西,Android,non-Organic,Filters,3105.0,888.4642857142857,14378.5,0.06171020986819627,0.21565219519116322,3,7
2026-02,巴西,Android,non-Organic,Glitter,328.5357142857143,88.07142857142857,14378.5,0.006122137516256137,0.022840271746814626,32,33
2026-02,巴西,Android,non-Organic,Glowup,829.3928571428571,240.89285714285714,14378.5,0.016476164849011453,0.05705624449907951,12,20
2026-02,巴西,Android,non-Organic,Hair,3528.464285714286,1384.142857142857,14378.5,0.09649937457570427,0.245910768525862,2,4
2026-02,巴西,Android,non-Organic,Magic,3043.535714285714,1425.857142857143,14378.5,0.09899650083062217,0.21140408766218272,5,2
2026-02,巴西,Android,non-Organic,Makeup,2056.9285714285716,1010.2142857142857,14378.5,0.07022474834589977,0.1430716502091586,7,6
2026-02,巴西,Android,non-Organic,Matte,149.42857142857142,53.857142857142854,14378.5,0.003722659043891078,0.010362111578894244,41,37
2026-02,巴西,Android,non-Organic,Muscle,808.7857142857143,311.64285714285717,14378.5,0.021817072683309263,0.056625389256838334,13,14
2026-02,巴西,Android,non-Organic,Mykit,393.5,0.0,14378.5,0.0,0.027391557579573195,28,44
2026-02,巴西,Android,non-Organic,Plump,357.14285714285717,154.28571428571428,14378.5,0.010679969729189975,0.02476761617189103,30,24
2026-02,巴西,Android,non-Organic,Preset,622.0,94.75,14378.5,0.006584223360364468,0.043249870408638466,19,31
2026-02,巴西,Android,non-Organic,Prism,108.10714285714286,40.642857142857146,14378.5,0.0028331410881476276,0.0075373011588666895,44,40
2026-02,巴西,Android,non-Organic,Relight,1256.357142857143,591.0357142857143,14378.5,0.041017001993379536,0.08728032107074125,8,8
2026-02,巴西,Android,non-Organic,Reshape,847.3928571428571,379.67857142857144,14378.5,0.026355692901843843,0.05885375011252479,10,13
2026-02,巴西,Android,non-Organic,Resize,211.75,89.46428571428571,14378.5,0.006180803108847373,0.014689595341875859,36,32
2026-02,巴西,Android,non-Organic,Skin Tone,579.2857142857143,307.64285714285717,14378.5,0.02137099302609847,0.04028300947115687,21,15
2026-02,巴西,Android,non-Organic,Smooth,717.8214285714286,384.5357142857143,14378.5,0.026670411074761095,0.04981307075246934,16,12
2026-02,巴西,Android,non-Organic,Stamp,167.07142857142858,28.642857142857142,14378.5,0.001993512029600347,0.011648130066240858,39,42
2026-02,巴西,Android,non-Organic,Teeth,468.82142857142856,0.10714285714285714,14378.5,7.524228869097716e-06,0.03255865098939698,25,43
2026-02,巴西,Android,non-Organic,Text,238.03571428571428,28.642857142857142,14378.5,0.001994906193727188,0.016561038936034805,34,41
2026-02,巴西,iOS,Organic,AI Expand,101.96428571428571,38.642857142857146,3975.964285714286,0.009719285394015786,0.02549421937870702,33,27
2026-02,巴西,iOS,Organic,AI Image,250.25,22.071428571428573,3975.964285714286,0.005649054761044976,0.06337166872898277,21,33
2026-02,巴西,iOS,Organic,AI Repair,159.53571428571428,61.607142857142854,3975.964285714286,0.015414140525845972,0.03982923475503686,28,24
2026-02,巴西,iOS,Organic,AI Replace,49.785714285714285,17.642857142857142,3975.964285714286,0.004475282997607619,0.012539070655802748,41,34
2026-02,巴西,iOS,Organic,AI Retouch,813.4642857142857,342.14285714285717,3975.964285714286,0.08564501448933624,0.20292976999097395,6,6
2026-02,巴西,iOS,Organic,AI Tattoo,66.39285714285714,12.321428571428571,3975.964285714286,0.0031062994234773884,0.016521049623842998,39,39
2026-02,巴西,iOS,Organic,Acne,631.6071428571429,504.4642857142857,3975.964285714286,0.1268684592720923,0.15857450589227895,8,4
2026-02,巴西,iOS,Organic,Adjust,504.67857142857144,225.17857142857142,3975.964285714286,0.05659966972847474,0.12606308475645578,9,10
2026-02,巴西,iOS,Organic,Background,175.75,14.607142857142858,3975.964285714286,0.00381413885149554,0.04404268598922687,27,36
2026-02,巴西,iOS,Organic,Blur,269.7857142857143,182.71428571428572,3975.964285714286,0.04602344319371454,0.0677547089808745,18,14
2026-02,巴西,iOS,Organic,Body,491.57142857142856,345.35714285714283,3975.964285714286,0.08517693672255298,0.1211156971735985,10,7
2026-02,巴西,iOS,Organic,Bokeh,100.46428571428571,31.714285714285715,3975.964285714286,0.007961176162799715,0.025103290462107134,34,31
2026-02,巴西,iOS,Organic,Brighten,180.25,100.03571428571429,3975.964285714286,0.025188402158262985,0.04525905112527532,26,20
2026-02,巴西,iOS,Organic,Concealer,263.82142857142856,124.67857142857143,3975.964285714286,0.031199840025633998,0.06591761900481295,20,19
2026-02,巴西,iOS,Organic,Contour,70.92857142857143,37.964285714285715,3975.964285714286,0.00948498974970176,0.017698175338333046,37,28
2026-02,巴西,iOS,Organic,Crop,268.07142857142856,196.28571428571428,3975.964285714286,0.049444213444738594,0.06728641381813047,19,11
2026-02,巴西,iOS,Organic,Dark Circles,227.28571428571428,189.28571428571428,3975.964285714286,0.04773832747341641,0.05732930979898761,23,13
2026-02,巴西,iOS,Organic,Details,70.75,22.642857142857142,3975.964285714286,0.005692911894427084,0.01778488454510962,36,32
2026-02,巴西,iOS,Organic,Effects,206.25,2.4642857142857144,3975.964285714286,0.0006413644520906408,0.05155771539767579,25,42
2026-02,巴西,iOS,Organic,Eraser,484.17857142857144,275.5,3975.964285714286,0.0688826892085689,0.1209687982024765,11,9
2026-02,巴西,iOS,Organic,Expression,150.42857142857142,32.535714285714285,3975.964285714286,0.008097218304284119,0.03729251561245068,29,30
2026-02,巴西,iOS,Organic,Eye Brighten,107.78571428571429,80.28571428571429,3975.964285714286,0.020290307932152352,0.027188124296106394,32,21
2026-02,巴西,iOS,Organic,Face,1173.392857142857,476.7857142857143,3975.964285714286,0.11871582686440643,0.2927422973722113,1,5
2026-02,巴西,iOS,Organic,Face Fix,213.67857142857142,39.92857142857143,3975.964285714286,0.009886433200355552,0.05311154597905582,24,26
2026-02,巴西,iOS,Organic,Filters,1004.5,183.10714285714286,3975.964285714286,0.04551577728922336,0.24988301175234082,4,15
2026-02,巴西,iOS,Organic,Glitter,79.71428571428571,12.821428571428571,3975.964285714286,0.0031494980248665335,0.019787816250856453,35,38
2026-02,巴西,iOS,Organic,Glowup,288.39285714285717,70.89285714285714,3975.964285714286,0.017519756367707702,0.07146128227090152,17,22
2026-02,巴西,iOS,Organic,Hair,469.7857142857143,136.07142857142858,3975.964285714286,0.03409950931632846,0.11699040224605275,12,18
2026-02,巴西,iOS,Organic,Magic,1107.392857142857,677.25,3975.964285714286,0.1700598956869512,0.2770974475979674,2,3
2026-02,巴西,iOS,Organic,Makeup,640.6428571428571,326.0,3975.964285714286,0.08177724848932141,0.16028358958442232,7,8
2026-02,巴西,iOS,Organic,Matte,68.89285714285714,33.0,3975.964285714286,0.008303181669656304,0.017309292599257068,38,29
2026-02,巴西,iOS,Organic,Muscle,140.96428571428572,43.607142857142854,3975.964285714286,0.010807095826847163,0.03480155261279353,30,25
2026-02,巴西,iOS,Organic,Mykit,63.0,0.0,3975.964285714286,0.0,0.015943584050655844,40,43
2026-02,巴西,iOS,Organic,Plump,233.96428571428572,70.35714285714286,3975.964285714286,0.017507663229266973,0.05812149514401936,22,23
2026-02,巴西,iOS,Organic,Preset,129.64285714285714,14.607142857142858,3975.964285714286,0.003712759782768793,0.032246072807730744,31,37
2026-02,巴西,iOS,Organic,Prism,46.785714285714285,15.178571428571429,3975.964285714286,0.003871507495042566,0.011884398596995029,42,35
2026-02,巴西,iOS,Organic,Relight,377.7857142857143,180.89285714285714,3975.964285714286,0.04493708437591112,0.09417141369029529,13,16
2026-02,巴西,iOS,Organic,Reshape,1040.8214285714287,832.75,3975.964285714286,0.207258734555762,0.25877306762595703,3,1
2026-02,巴西,iOS,Organic,Resize,327.75,174.89285714285714,3975.964285714286,0.043231844852613235,0.08110226646326861,15,17
2026-02,巴西,iOS,Organic,Skin Tone,303.07142857142856,193.53571428571428,3975.964285714286,0.048322753497452624,0.0755875186457701,16,12
2026-02,巴西,iOS,Organic,Smooth,829.6071428571429,692.6785714285714,3975.964285714286,0.17286772467505562,0.20711294142612555,5,2
2026-02,巴西,iOS,Organic,Stamp,46.92857142857143,10.107142857142858,3975.964285714286,0.002564266596132908,0.011868379560329758,43,40
2026-02,巴西,iOS,Organic,Teeth,341.85714285714283,0.0,3975.964285714286,0.0,0.08490790680816489,14,43
2026-02,巴西,iOS,Organic,Text,34.0,3.4642857142857144,3975.964285714286,0.0009098822229076246,0.008652852541173312,44,41
2026-02,巴西,iOS,non-Organic,AI Expand,2.0357142857142856,0.6428571428571429,33.5,0.019898287007275178,0.07162976494505982,21,22
2026-02,巴西,iOS,non-Organic,AI Image,5.392857142857143,0.39285714285714285,33.5,0.012582800490148094,0.1589225046639398,7,29
2026-02,巴西,iOS,non-Organic,AI Repair,4.464285714285714,1.8928571428571428,33.5,0.05611934658092025,0.13551450790365582,9,8
2026-02,巴西,iOS,non-Organic,AI Replace,1.75,1.1071428571428572,33.5,0.032300347334262805,0.0627358246111254,26,18
2026-02,巴西,iOS,non-Organic,AI Retouch,7.178571428571429,2.892857142857143,33.5,0.08605013315581735,0.20951005926038085,4,5
2026-02,巴西,iOS,non-Organic,AI Tattoo,1.0714285714285714,0.21428571428571427,33.5,0.006187572869903697,0.04623334687497831,34,37
2026-02,巴西,iOS,non-Organic,Acne,2.0357142857142856,1.3571428571428572,33.5,0.03756381658653107,0.07750375710630901,19,12
2026-02,巴西,iOS,non-Organic,Adjust,4.214285714285714,1.25,33.5,0.03569004261345698,0.12609539459531502,10,14
2026-02,巴西,iOS,non-Organic,Background,2.107142857142857,0.10714285714285714,33.5,0.002919823232323232,0.07157241413063317,22,40
2026-02,巴西,iOS,non-Organic,Blur,1.75,0.9642857142857143,33.5,0.030070446358929605,0.06266808419831318,27,19
2026-02,巴西,iOS,non-Organic,Body,4.071428571428571,2.857142857142857,33.5,0.08076475058646197,0.12092920760439971,11,7
2026-02,巴西,iOS,non-Organic,Bokeh,0.9285714285714286,0.35714285714285715,33.5,0.011710786111790066,0.043240617382124605,36,30
2026-02,巴西,iOS,non-Organic,Brighten,1.0714285714285714,0.5714285714285714,33.5,0.016892631777388607,0.04883383201368749,33,27
2026-02,巴西,iOS,non-Organic,Concealer,1.3928571428571428,0.5714285714285714,33.5,0.017209602840191348,0.05849825900712662,29,26
2026-02,巴西,iOS,non-Organic,Contour,0.38461538461538464,0.2692307692307692,34.42307692307692,0.007742486858340517,0.03781343868996308,39,32
2026-02,巴西,iOS,non-Organic,Crop,1.6785714285714286,1.1071428571428572,33.5,0.03428579797364854,0.06198394707435084,28,15
2026-02,巴西,iOS,non-Organic,Dark Circles,0.75,0.6071428571428571,33.5,0.01806118335266821,0.039181094066192565,37,25
2026-02,巴西,iOS,non-Organic,Details,0.5384615384615384,0.23076923076923078,34.42307692307692,0.00689749538433749,0.03611171104027536,41,34
2026-02,巴西,iOS,non-Organic,Effects,1.9642857142857142,0.0,33.5,0.0,0.06740478888972315,23,42
2026-02,巴西,iOS,non-Organic,Eraser,6.75,3.5357142857142856,33.5,0.10610047435365762,0.20139348076172275,5,4
2026-02,巴西,iOS,non-Organic,Expression,2.357142857142857,0.5357142857142857,33.5,0.0184448054513844,0.08783442119783383,17,24
2026-02,巴西,iOS,non-Organic,Eye Brighten,0.4230769230769231,0.23076923076923078,34.42307692307692,0.0066504295162831744,0.031160777486996992,43,36
2026-02,巴西,iOS,non-Organic,Face,9.214285714285714,3.857142857142857,33.5,0.11584753723966887,0.272756375862094,3,2
2026-02,巴西,iOS,non-Organic,Face Fix,2.9642857142857144,1.1785714285714286,33.5,0.033878517951680245,0.09712779237317784,16,17
2026-02,巴西,iOS,non-Organic,Filters,9.357142857142858,1.5357142857142858,33.5,0.04501205162642132,0.27996643837513296,2,10
