月份,市场,平台,功能,进入人数,打勾人数,渠道/自然
2026-05-01T00:00:00,巴西,iOS,Body,532.4193548387096,326.7741935483871,Organic
2026-01-01T00:00:00,英国,iOS,AI Expand,16.451612903225808,4.290322580645161,Organic
2026-01-01T00:00:00,巴西,iOS,Eye Brighten,122.45161290322581,87.93548387096774,Organic
2026-07-01T00:00:00,墨西哥,Android,Filters,58.12903225806452,17.93548387096774,Organic
2026-05-01T00:00:00,墨西哥,Android,Bokeh,4.903225806451613,1.3225806451612903,Organic
2026-01-01T00:00:00,巴西,Android,Concealer,137.41935483870967,57.38709677419355,Organic
2026-06-01T00:00:00,墨西哥,Android,Skin Tone,12.777777777777779,8.703703703703704,Organic
2026-06-01T00:00:00,英国,iOS,Relight,208.5185185185185,86.66666666666667,Organic
2026-05-01T00:00:00,英国,Android,Whiten,0.0,0.0,Organic
2026-02-01T00:00:00,巴西,iOS,Dark Circles,227.28571428571428,189.28571428571428,Organic
2026-02-01T00:00:00,英国,iOS,AI Image,64.17857142857143,4.25,Organic
2026-08-01T00:00:00,美国,Android,Concealer,12.5,5.5,Organic
2026-05-01T00:00:00,巴西,Android,Preset,76.16129032258064,6.193548387096774,Organic
2026-08-01T00:00:00,美国,iOS,Details,84.16666666666667,29.166666666666668,Organic
2026-08-01T00:00:00,墨西哥,iOS,AI Replace,4.833333333333333,1.5,Organic
2026-08-01T00:00:00,美国,iOS,Magic,947.8333333333334,441.0,Organic
2026-08-01T00:00:00,美国,iOS,Concealer,143.5,66.0,Organic
2026-07-01T00:00:00,巴西,Android,AI Replace,19.225806451612904,7.741935483870968,Organic
2026-02-01T00:00:00,美国,Android,Preset,18.821428571428573,2.6785714285714284,Organic
2026-05-01T00:00:00,美国,iOS,Text,45.03225806451613,4.064516129032258,Organic
2026-05-01T00:00:00,巴西,Android,Skin Tone,79.16129032258064,48.354838709677416,Organic
2026-02-01T00:00:00,巴西,iOS,Effects,206.25,2.4642857142857144,Organic
2026-03-01T00:00:00,英国,iOS,Glitter,14.67741935483871,2.3870967741935485,Organic
2026-03-01T00:00:00,英国,iOS,Teeth,50.903225806451616,0.0,Organic
2026-07-01T00:00:00,美国,Android,Glitter,19.93548387096774,4.290322580645161,Organic
2026-03-01T00:00:00,巴西,Android,Bokeh,35.03225806451613,11.741935483870968,Organic
2026-01-01T00:00:00,英国,iOS,Whiten,0.0,0.0,Organic
2026-05-01T00:00:00,英国,iOS,Makeup,149.03225806451613,56.225806451612904,Organic
2026-07-01T00:00:00,墨西哥,Android,Whiten,0.0,0.0,Organic
2026-05-01T00:00:00,巴西,Android,Resize,63.67741935483871,34.0,Organic
2026-06-01T00:00:00,巴西,Android,Effects,83.81481481481481,3.2222222222222223,Organic
2026-01-01T00:00:00,美国,Android,Background,16.677419354838708,3.7096774193548385,Organic
2026-07-01T00:00:00,英国,iOS,Plump,44.483870967741936,14.03225806451613,Organic
2026-08-01T00:00:00,墨西哥,Android,Concealer,4.166666666666667,1.8333333333333333,Organic
2026-03-01T00:00:00,美国,iOS,Brighten,161.2258064516129,84.54838709677419,Organic
2026-08-01T00:00:00,巴西,Android,Contour,10.166666666666666,5.0,Organic
2026-08-01T00:00:00,美国,iOS,AI Image,164.66666666666666,27.166666666666668,Organic
2026-03-01T00:00:00,英国,Android,Filters,36.903225806451616,10.258064516129032,Organic
2026-03-01T00:00:00,美国,iOS,Glitter,56.74193548387097,10.096774193548388,Organic
2026-07-01T00:00:00,巴西,iOS,Teeth,301.0967741935484,216.41935483870967,Organic
2026-01-01T00:00:00,墨西哥,iOS,Acne,29.225806451612904,22.225806451612904,Organic
2026-05-01T00:00:00,英国,iOS,Flawless,0.0,0.0,Organic
2026-03-01T00:00:00,美国,iOS,AI Expand,59.54838709677419,18.870967741935484,Organic
2026-06-01T00:00:00,美国,iOS,Eraser,308.6666666666667,162.44444444444446,Organic
2026-04-01T00:00:00,美国,iOS,Resize,166.6,74.26666666666667,Organic
2026-04-01T00:00:00,墨西哥,Android,Eye Brighten,3.5,1.7333333333333334,Organic
2026-01-01T00:00:00,英国,Android,Effects,6.064516129032258,0.25806451612903225,Organic
2026-03-01T00:00:00,美国,iOS,Text,31.483870967741936,3.935483870967742,Organic
2026-07-01T00:00:00,墨西哥,Android,Contour,1.8387096774193548,1.096774193548387,Organic
2026-03-01T00:00:00,墨西哥,iOS,Matte,5.290322580645161,2.7096774193548385,Organic
2026-01-01T00:00:00,美国,iOS,Adjust,189.90322580645162,70.90322580645162,Organic
2026-02-01T00:00:00,墨西哥,Android,AI Repair,10.035714285714286,5.785714285714286,Organic
2026-01-01T00:00:00,美国,iOS,Relight,177.3548387096774,69.48387096774194,Organic
2026-03-01T00:00:00,墨西哥,Android,Text,5.032258064516129,1.032258064516129,Organic
2026-06-01T00:00:00,英国,Android,AI Image,7.074074074074074,1.2222222222222223,Organic
2026-03-01T00:00:00,美国,Android,AI Retouch,56.12903225806452,25.483870967741936,Organic
2026-01-01T00:00:00,墨西哥,Android,Brighten,8.64516129032258,4.0,Organic
2026-03-01T00:00:00,墨西哥,Android,Glowup,11.419354838709678,1.5806451612903225,Organic
2026-05-01T00:00:00,英国,Android,Flawless,0.0,0.0,Organic
2026-03-01T00:00:00,墨西哥,Android,Glitter,7.129032258064516,0.9032258064516129,Organic
2026-01-01T00:00:00,美国,Android,Teeth,14.32258064516129,0.0,Organic
2026-05-01T00:00:00,巴西,iOS,Face Fix,221.51612903225808,39.38709677419355,Organic
2026-05-01T00:00:00,墨西哥,iOS,Reshape,34.774193548387096,22.774193548387096,Organic
2026-05-01T00:00:00,巴西,Android,Glowup,79.09677419354838,15.903225806451612,Organic
2026-08-01T00:00:00,巴西,iOS,Smooth,709.0,562.5,Organic
2026-06-01T00:00:00,英国,Android,Prism,1.1481481481481481,0.37037037037037035,Organic
2026-05-01T00:00:00,美国,Android,Whiten,0.0,0.0,Organic
2026-05-01T00:00:00,英国,Android,Stamp,1.3870967741935485,0.25806451612903225,Organic
2026-07-01T00:00:00,美国,Android,AI Retouch,151.03225806451613,53.58064516129032,Organic
2026-05-01T00:00:00,巴西,iOS,Details,63.03225806451613,19.161290322580644,Organic
2026-07-01T00:00:00,美国,iOS,Mykit,90.64516129032258,0.0,Organic
2026-07-01T00:00:00,巴西,Android,Details,14.580645161290322,6.032258064516129,Organic
2026-02-01T00:00:00,巴西,Android,Acne,111.46428571428571,81.42857142857143,Organic
2026-04-01T00:00:00,美国,iOS,Preset,162.76666666666668,14.033333333333333,Organic
2026-03-01T00:00:00,美国,iOS,Face,836.3870967741935,373.64516129032256,Organic
2026-06-01T00:00:00,英国,Android,Expression,3.8518518518518516,1.1481481481481481,Organic
2026-02-01T00:00:00,英国,Android,Eye Brighten,3.892857142857143,2.75,Organic
2026-01-01T00:00:00,美国,iOS,Reshape,375.1290322580645,249.2258064516129,Organic
2026-03-01T00:00:00,墨西哥,iOS,Stamp,4.774193548387097,1.1290322580645162,Organic
2026-03-01T00:00:00,巴西,Android,Expression,57.45161290322581,16.70967741935484,Organic
2026-07-01T00:00:00,英国,Android,Face Fix,6.064516129032258,1.8709677419354838,Organic
2026-05-01T00:00:00,巴西,Android,Flawless,0.0,0.0,Organic
2026-07-01T00:00:00,美国,Android,AI Expand,10.516129032258064,4.935483870967742,Organic
2026-06-01T00:00:00,巴西,iOS,Stamp,53.22222222222222,9.62962962962963,Organic
2026-07-01T00:00:00,墨西哥,Android,Face,37.25806451612903,14.96774193548387,Organic
2026-04-01T00:00:00,巴西,Android,Text,28.833333333333332,3.7333333333333334,Organic
2026-05-01T00:00:00,巴西,iOS,Stamp,42.193548387096776,9.548387096774194,Organic
2026-06-01T00:00:00,巴西,Android,Teeth,66.74074074074075,8.296296296296296,Organic
2026-04-01T00:00:00,英国,iOS,Face,252.13333333333333,118.26666666666667,Organic
2026-02-01T00:00:00,英国,Android,Whiten,0.0,0.0,Organic
2026-03-01T00:00:00,巴西,Android,Whiten,0.0,0.0,Organic
2026-06-01T00:00:00,墨西哥,Android,AI Expand,5.888888888888889,3.074074074074074,Organic
2026-05-01T00:00:00,英国,iOS,Hair,152.29032258064515,36.064516129032256,Organic
2026-05-01T00:00:00,巴西,Android,Stamp,18.516129032258064,3.6774193548387095,Organic
2026-05-01T00:00:00,巴西,Android,Details,19.612903225806452,7.903225806451613,Organic
2026-05-01T00:00:00,英国,Android,Mykit,4.064516129032258,0.0,Organic
2026-08-01T00:00:00,巴西,Android,Face Fix,45.333333333333336,10.5,Organic
2026-08-01T00:00:00,英国,iOS,Acne,93.83333333333333,69.16666666666667,Organic
2026-08-01T00:00:00,美国,Android,Expression,9.833333333333334,2.5,Organic
2026-06-01T00:00:00,美国,iOS,Adjust,240.88888888888889,97.74074074074075,Organic
2026-04-01T00:00:00,美国,iOS,AI Tattoo,57.6,8.6,Organic
2026-01-01T00:00:00,美国,Android,Face Fix,16.258064516129032,4.193548387096774,Organic
2026-06-01T00:00:00,英国,iOS,Muscle,34.03703703703704,8.925925925925926,Organic
2026-06-01T00:00:00,墨西哥,Android,Expression,8.148148148148149,2.5925925925925926,Organic
2026-04-01T00:00:00,美国,iOS,Plump,130.6,40.13333333333333,Organic
2026-01-01T00:00:00,美国,Android,Face,62.32258064516129,30.838709677419356,Organic
2026-07-01T00:00:00,美国,iOS,Body,440.06451612903226,268.3225806451613,Organic
2026-07-01T00:00:00,墨西哥,Android,Body,17.548387096774192,11.419354838709678,Organic
2026-06-01T00:00:00,英国,iOS,Body,116.70370370370371,62.888888888888886,Organic
2026-05-01T00:00:00,巴西,Android,Face,343.4193548387097,148.25806451612902,Organic
2026-01-01T00:00:00,英国,iOS,AI Tattoo,15.741935483870968,1.7741935483870968,Organic
2026-01-01T00:00:00,巴西,Android,Filters,592.516129032258,168.6451612903226,Organic
2026-02-01T00:00:00,英国,iOS,Adjust,51.964285714285715,18.285714285714285,Organic
2026-05-01T00:00:00,英国,Android,Face,26.741935483870968,13.225806451612904,Organic
2026-01-01T00:00:00,巴西,iOS,Background,238.48387096774192,17.258064516129032,Organic
2026-02-01T00:00:00,英国,Android,Brighten,4.571428571428571,2.8214285714285716,Organic
2026-07-01T00:00:00,墨西哥,Android,AI Tattoo,5.064516129032258,1.4516129032258065,Organic
2026-05-01T00:00:00,墨西哥,iOS,AI Repair,18.387096774193548,6.225806451612903,Organic
2026-06-01T00:00:00,美国,iOS,Glowup,302.81481481481484,91.37037037037037,Organic
2026-05-01T00:00:00,美国,Android,Resize,13.096774193548388,6.451612903225806,Organic
2026-02-01T00:00:00,墨西哥,iOS,Dark Circles,10.178571428571429,7.392857142857143,Organic
2026-08-01T00:00:00,巴西,Android,Concealer,29.666666666666668,14.5,Organic
2026-06-01T00:00:00,巴西,iOS,Mykit,81.18518518518519,0.0,Organic
2026-05-01T00:00:00,巴西,Android,Prism,19.032258064516128,7.548387096774194,Organic
2026-05-01T00:00:00,英国,Android,AI Replace,2.096774193548387,1.0,Organic
2026-05-01T00:00:00,英国,iOS,Bokeh,12.096774193548388,2.3225806451612905,Organic
2026-05-01T00:00:00,墨西哥,Android,AI Retouch,41.67741935483871,15.580645161290322,Organic
2026-05-01T00:00:00,英国,iOS,Face Fix,63.806451612903224,8.741935483870968,Organic
2026-05-01T00:00:00,英国,iOS,Smooth,162.16129032258064,118.2258064516129,Organic
2026-03-01T00:00:00,巴西,Android,Crop,133.29032258064515,105.64516129032258,Organic
2026-08-01T00:00:00,英国,iOS,Reshape,140.16666666666666,85.0,Organic
2026-08-01T00:00:00,巴西,iOS,Text,39.666666666666664,4.333333333333333,Organic
2026-08-01T00:00:00,墨西哥,iOS,Body,61.5,38.5,Organic
2026-06-01T00:00:00,墨西哥,Android,Adjust,18.48148148148148,8.555555555555555,Organic
2026-04-01T00:00:00,墨西哥,iOS,Contour,4.533333333333333,2.066666666666667,Organic
2026-07-01T00:00:00,墨西哥,Android,Eye Brighten,2.4838709677419355,1.7096774193548387,Organic
2026-02-01T00:00:00,墨西哥,iOS,Bokeh,4.928571428571429,1.5,Organic
2026-01-01T00:00:00,美国,iOS,Face,861.1612903225806,398.9032258064516,Organic
2026-01-01T00:00:00,巴西,Android,Body,197.6451612903226,120.83870967741936,Organic
2026-03-01T00:00:00,墨西哥,Android,Mykit,6.580645161290323,0.0,Organic
2026-06-01T00:00:00,英国,iOS,Eraser,108.22222222222223,57.407407407407405,Organic
2026-06-01T00:00:00,墨西哥,Android,AI Replace,4.444444444444445,2.259259259259259,Organic
2026-02-01T00:00:00,英国,iOS,AI Retouch,204.85714285714286,69.92857142857143,Organic
2026-05-01T00:00:00,美国,Android,Glowup,20.419354838709676,6.838709677419355,Organic
2026-08-01T00:00:00,美国,iOS,Filters,1098.0,366.0,Organic
2026-06-01T00:00:00,美国,Android,Glitter,12.222222222222221,2.185185185185185,Organic
2026-06-01T00:00:00,墨西哥,Android,Glowup,10.814814814814815,2.3333333333333335,Organic
2026-06-01T00:00:00,墨西哥,iOS,Adjust,19.185185185185187,7.703703703703703,Organic
2026-03-01T00:00:00,英国,Android,Body,8.258064516129032,4.741935483870968,Organic
2026-04-01T00:00:00,墨西哥,iOS,AI Retouch,68.63333333333334,20.833333333333332,Organic
2026-05-01T00:00:00,美国,Android,Reshape,29.516129032258064,17.741935483870968,Organic
2026-05-01T00:00:00,英国,Android,Blur,4.0,2.3548387096774195,Organic
2026-07-01T00:00:00,墨西哥,iOS,Smooth,42.45161290322581,27.161290322580644,Organic
2026-07-01T00:00:00,巴西,Android,Clean Skin,40.96,25.84,Organic
2026-04-01T00:00:00,墨西哥,Android,Matte,3.933333333333333,1.6,Organic
2026-04-01T00:00:00,巴西,iOS,Effects,287.0,3.6666666666666665,Organic
2026-02-01T00:00:00,墨西哥,iOS,AI Expand,6.25,2.392857142857143,Organic
2026-01-01T00:00:00,英国,Android,Concealer,5.612903225806452,2.4838709677419355,Organic
2026-04-01T00:00:00,墨西哥,Android,Mykit,8.3,0.0,Organic
2026-01-01T00:00:00,巴西,Android,Crop,195.1290322580645,151.32258064516128,Organic
2026-05-01T00:00:00,美国,Android,Details,10.35483870967742,4.451612903225806,Organic
2026-02-01T00:00:00,美国,iOS,AI Replace,53.57142857142857,24.0,Organic
2026-04-01T00:00:00,巴西,Android,Face Fix,74.8,17.966666666666665,Organic
2026-04-01T00:00:00,英国,Android,Smooth,19.866666666666667,14.9,Organic
2026-08-01T00:00:00,美国,Android,Text,6.333333333333333,1.1666666666666667,Organic
2026-08-01T00:00:00,英国,iOS,AI Repair,56.166666666666664,19.666666666666668,Organic
2026-08-01T00:00:00,墨西哥,iOS,Adjust,55.833333333333336,20.5,Organic
2026-08-01T00:00:00,英国,Android,Smooth,11.5,9.0,Organic
2026-07-01T00:00:00,巴西,Android,Face,293.2258064516129,124.35483870967742,Organic
2026-08-01T00:00:00,墨西哥,Android,Whiten,0.0,0.0,Organic
2026-05-01T00:00:00,美国,Android,Eye Brighten,9.387096774193548,6.709677419354839,Organic
2026-07-01T00:00:00,巴西,iOS,Expression,125.16129032258064,20.129032258064516,Organic
2026-07-01T00:00:00,美国,Android,Dark Circles,16.806451612903224,9.161290322580646,Organic
2026-04-01T00:00:00,墨西哥,iOS,Acne,27.6,19.466666666666665,Organic
2026-04-01T00:00:00,美国,Android,AI Image,28.7,4.566666666666666,Organic
2026-03-01T00:00:00,巴西,iOS,Effects,218.6451612903226,3.5806451612903225,Organic
2026-04-01T00:00:00,美国,Android,AI Retouch,64.13333333333334,28.233333333333334,Organic
2026-02-01T00:00:00,英国,Android,Relight,5.071428571428571,1.9642857142857142,Organic
2026-08-01T00:00:00,墨西哥,iOS,Plump,12.166666666666666,2.3333333333333335,Organic
2026-06-01T00:00:00,墨西哥,iOS,Glowup,13.666666666666666,3.074074074074074,Organic
2026-03-01T00:00:00,英国,Android,Brighten,7.806451612903226,4.258064516129032,Organic
2026-03-01T00:00:00,巴西,Android,Adjust,169.38709677419354,93.70967741935483,Organic
2026-02-01T00:00:00,英国,Android,Skin Tone,8.535714285714286,5.678571428571429,Organic
2026-04-01T00:00:00,英国,Android,Plump,6.9,2.1333333333333333,Organic
2026-06-01T00:00:00,美国,Android,Background,22.22222222222222,4.555555555555555,Organic
2026-03-01T00:00:00,英国,iOS,Crop,24.64516129032258,18.580645161290324,Organic
2026-05-01T00:00:00,墨西哥,iOS,Body,34.54838709677419,22.096774193548388,Organic
2026-07-01T00:00:00,英国,iOS,Text,13.064516129032258,1.1290322580645162,Organic
2026-08-01T00:00:00,巴西,Android,AI Tattoo,28.833333333333332,5.166666666666667,Organic
2026-08-01T00:00:00,墨西哥,iOS,Background,30.666666666666668,0.8333333333333334,Organic
2026-08-01T00:00:00,英国,Android,Preset,3.5,0.3333333333333333,Organic
2026-05-01T00:00:00,英国,iOS,Mykit,29.032258064516128,0.0,Organic
2026-01-01T00:00:00,巴西,Android,Plump,157.74193548387098,63.03225806451613,Organic
2026-01-01T00:00:00,墨西哥,iOS,Relight,20.258064516129032,7.935483870967742,Organic
2026-04-01T00:00:00,巴西,Android,Acne,128.8,94.6,Organic
2026-04-01T00:00:00,英国,iOS,AI Repair,29.7,9.3,Organic
2026-02-01T00:00:00,美国,iOS,Mykit,71.42857142857143,0.0,Organic
2026-07-01T00:00:00,美国,iOS,Concealer,183.38709677419354,77.41935483870968,Organic
2026-04-01T00:00:00,英国,iOS,Magic,226.16666666666666,112.6,Organic
2026-07-01T00:00:00,墨西哥,iOS,Resize,12.258064516129032,4.290322580645161,Organic
2026-05-01T00:00:00,墨西哥,Android,Concealer,7.064516129032258,2.2580645161290325,Organic
2026-01-01T00:00:00,英国,Android,Resize,4.064516129032258,2.193548387096774,Organic
2026-08-01T00:00:00,美国,Android,AI Retouch,57.166666666666664,22.0,Organic
2026-03-01T00:00:00,墨西哥,Android,Details,3.3548387096774195,1.6451612903225807,Organic
2026-03-01T00:00:00,巴西,iOS,Crop,281.0967741935484,205.96774193548387,Organic
2026-06-01T00:00:00,英国,Android,Background,4.888888888888889,0.9259259259259259,Organic
2026-03-01T00:00:00,巴西,Android,AI Repair,70.48387096774194,32.29032258064516,Organic
2026-05-01T00:00:00,英国,iOS,Reshape,129.1290322580645,77.29032258064517,Organic
2026-05-01T00:00:00,墨西哥,Android,Eye Brighten,3.3225806451612905,2.064516129032258,Organic
2026-07-01T00:00:00,英国,Android,Bokeh,1.7096774193548387,0.22580645161290322,Organic
2026-08-01T00:00:00,墨西哥,Android,Adjust,16.0,6.5,Organic
2026-07-01T00:00:00,英国,iOS,AI Replace,13.774193548387096,6.193548387096774,Organic
2026-02-01T00:00:00,美国,iOS,Background,136.14285714285714,19.964285714285715,Organic
2026-03-01T00:00:00,英国,Android,Resize,6.032258064516129,3.096774193548387,Organic
2026-07-01T00:00:00,巴西,Android,Filters,375.64516129032256,143.7741935483871,Organic
2026-08-01T00:00:00,墨西哥,Android,Matte,1.3333333333333333,0.5,Organic
2026-07-01T00:00:00,墨西哥,iOS,Preset,16.870967741935484,0.7741935483870968,Organic
2026-04-01T00:00:00,墨西哥,Android,AI Tattoo,7.4,1.8333333333333333,Organic
2026-06-01T00:00:00,美国,Android,AI Expand,8.074074074074074,3.5185185185185186,Organic
2026-01-01T00:00:00,英国,Android,Makeup,14.516129032258064,8.064516129032258,Organic
2026-03-01T00:00:00,英国,Android,Effects,11.64516129032258,0.5161290322580645,Organic
2026-08-01T00:00:00,墨西哥,iOS,Eraser,49.5,27.333333333333332,Organic
2026-08-01T00:00:00,美国,iOS,Flawless,0.0,0.0,Organic
2026-06-01T00:00:00,巴西,Android,Glitter,29.11111111111111,5.777777777777778,Organic
2026-07-01T00:00:00,巴西,Android,Stamp,18.580645161290324,3.7096774193548385,Organic
2026-04-01T00:00:00,墨西哥,Android,Plump,8.033333333333333,2.033333333333333,Organic
2026-02-01T00:00:00,墨西哥,Android,AI Expand,6.607142857142857,2.75,Organic
2026-06-01T00:00:00,巴西,Android,Filters,382.962962962963,151.07407407407408,Organic
2026-07-01T00:00:00,美国,iOS,Matte,75.54838709677419,40.903225806451616,Organic
2026-02-01T00:00:00,巴西,iOS,Eye Brighten,107.78571428571429,80.28571428571429,Organic
2026-06-01T00:00:00,英国,iOS,Crop,34.888888888888886,25.0,Organic
2026-05-01T00:00:00,美国,iOS,Eye Brighten,114.51612903225806,71.51612903225806,Organic
2026-05-01T00:00:00,英国,iOS,Preset,57.38709677419355,3.3870967741935485,Organic
2026-05-01T00:00:00,墨西哥,iOS,Resize,11.193548387096774,4.580645161290323,Organic
2026-01-01T00:00:00,巴西,Android,Effects,151.70967741935485,10.516129032258064,Organic
2026-04-01T00:00:00,美国,Android,Expression,12.633333333333333,4.6,Organic
2026-04-01T00:00:00,英国,Android,Background,8.866666666666667,1.3,Organic
2026-04-01T00:00:00,巴西,Android,Dark Circles,58.833333333333336,39.733333333333334,Organic
2026-05-01T00:00:00,墨西哥,iOS,Adjust,20.870967741935484,9.225806451612904,Organic
2026-02-01T00:00:00,英国,Android,AI Retouch,21.25,9.357142857142858,Organic
2026-01-01T00:00:00,英国,iOS,Resize,47.25806451612903,21.64516129032258,Organic
2026-01-01T00:00:00,英国,Android,AI Image,8.419354838709678,1.3870967741935485,Organic
2026-01-01T00:00:00,美国,iOS,Makeup,440.48387096774195,198.3548387096774,Organic
2026-05-01T00:00:00,墨西哥,Android,Flawless,0.0,0.0,Organic
2026-02-01T00:00:00,巴西,iOS,Contour,70.92857142857143,37.964285714285715,Organic
2026-06-01T00:00:00,墨西哥,Android,Plump,6.148148148148148,1.5555555555555556,Organic
2026-02-01T00:00:00,墨西哥,iOS,AI Replace,3.142857142857143,1.3928571428571428,Organic
2026-08-01T00:00:00,美国,iOS,AI Retouch,944.0,330.0,Organic
2026-08-01T00:00:00,美国,Android,Adjust,26.0,14.666666666666666,Organic
2026-04-01T00:00:00,巴西,Android,Teeth,89.2,0.0,Organic
2026-07-01T00:00:00,巴西,iOS,Adjust,547.1290322580645,259.16129032258067,Organic
2026-07-01T00:00:00,墨西哥,Android,Resize,6.193548387096774,2.903225806451613,Organic
2026-04-01T00:00:00,墨西哥,iOS,Whiten,0.0,0.0,Organic
2026-03-01T00:00:00,巴西,Android,Muscle,66.38709677419355,23.483870967741936,Organic
2026-08-01T00:00:00,墨西哥,Android,Expression,6.5,1.8333333333333333,Organic
2026-01-01T00:00:00,美国,Android,Magic,64.51612903225806,33.354838709677416,Organic
2026-04-01T00:00:00,美国,iOS,Acne,318.6333333333333,231.66666666666666,Organic
2026-02-01T00:00:00,巴西,iOS,Teeth,341.85714285714283,0.0,Organic
2026-04-01T00:00:00,巴西,iOS,AI Expand,98.7,41.4,Organic
2026-04-01T00:00:00,巴西,Android,AI Repair,84.6,38.333333333333336,Organic
2026-03-01T00:00:00,墨西哥,Android,Matte,2.870967741935484,1.096774193548387,Organic
2026-04-01T00:00:00,美国,Android,Whiten,0.0,0.0,Organic
2026-06-01T00:00:00,英国,iOS,Background,62.03703703703704,6.185185185185185,Organic
2026-05-01T00:00:00,巴西,iOS,Magic,1381.2903225806451,767.2258064516129,Organic
2026-05-01T00:00:00,巴西,Android,Makeup,215.67741935483872,120.38709677419355,Organic
2026-04-01T00:00:00,美国,Android,Matte,6.533333333333333,3.533333333333333,Organic
2026-07-01T00:00:00,墨西哥,iOS,Bokeh,5.387096774193548,1.1290322580645162,Organic
2026-01-01T00:00:00,墨西哥,iOS,Teeth,14.516129032258064,0.0,Organic
2026-02-01T00:00:00,巴西,iOS,Concealer,263.82142857142856,124.67857142857143,Organic
2026-03-01T00:00:00,巴西,iOS,Eraser,485.2258064516129,267.03225806451616,Organic
2026-03-01T00:00:00,墨西哥,iOS,Acne,24.580645161290324,18.580645161290324,Organic
2026-04-01T00:00:00,美国,Android,Brighten,14.766666666666667,8.4,Organic
2026-05-01T00:00:00,英国,iOS,Text,12.096774193548388,1.0,Organic
2026-08-01T00:00:00,墨西哥,iOS,Matte,5.5,3.3333333333333335,Organic
2026-02-01T00:00:00,巴西,Android,Face Fix,68.14285714285714,15.25,Organic
2026-06-01T00:00:00,墨西哥,iOS,Smooth,31.59259259259259,24.962962962962962,Organic
2026-06-01T00:00:00,墨西哥,Android,Dark Circles,4.777777777777778,3.259259259259259,Organic
2026-07-01T00:00:00,英国,iOS,Brighten,37.96774193548387,19.193548387096776,Organic
2026-03-01T00:00:00,巴西,Android,Stamp,24.322580645161292,4.193548387096774,Organic
2026-08-01T00:00:00,巴西,iOS,AI Replace,34.166666666666664,13.5,Organic
2026-08-01T00:00:00,美国,iOS,Expression,108.16666666666667,24.166666666666668,Organic
2026-08-01T00:00:00,美国,Android,Glowup,18.5,6.833333333333333,Organic
2026-03-01T00:00:00,墨西哥,Android,Preset,10.96774193548387,1.032258064516129,Organic
2026-01-01T00:00:00,英国,iOS,AI Replace,13.0,5.548387096774194,Organic
2026-04-01T00:00:00,墨西哥,iOS,Preset,13.0,0.8,Organic
2026-05-01T00:00:00,墨西哥,Android,Glitter,6.387096774193548,0.8387096774193549,Organic
2026-06-01T00:00:00,巴西,iOS,Blur,285.44444444444446,191.92592592592592,Organic
2026-06-01T00:00:00,美国,iOS,Expression,100.07407407407408,21.74074074074074,Organic
2026-04-01T00:00:00,美国,iOS,Face Fix,201.6,32.4,Organic
2026-02-01T00:00:00,英国,iOS,Expression,29.214285714285715,5.678571428571429,Organic
2026-01-01T00:00:00,英国,iOS,Face,257.51612903225805,120.61290322580645,Organic
2026-05-01T00:00:00,墨西哥,Android,Resize,8.612903225806452,4.387096774193548,Organic
2026-02-01T00:00:00,美国,Android,Prism,4.071428571428571,1.1428571428571428,Organic
2026-05-01T00:00:00,英国,Android,Magic,25.870967741935484,13.451612903225806,Organic
2026-01-01T00:00:00,巴西,iOS,Crop,329.64516129032256,241.19354838709677,Organic
2026-03-01T00:00:00,美国,iOS,AI Tattoo,47.58064516129032,6.935483870967742,Organic
2026-02-01T00:00:00,巴西,iOS,Body,491.57142857142856,345.35714285714283,Organic
2026-04-01T00:00:00,英国,Android,Body,8.933333333333334,4.766666666666667,Organic
2026-06-01T00:00:00,英国,Android,Stamp,1.0740740740740742,0.14814814814814814,Organic
2026-08-01T00:00:00,英国,Android,Reshape,9.0,5.666666666666667,Organic
2026-04-01T00:00:00,巴西,iOS,Teeth,357.56666666666666,0.0,Organic
2026-05-01T00:00:00,美国,Android,Glitter,9.129032258064516,1.7741935483870968,Organic
2026-02-01T00:00:00,美国,Android,Text,7.0,1.1785714285714286,Organic
2026-03-01T00:00:00,美国,iOS,Face Fix,180.16129032258064,26.032258064516128,Organic
2026-04-01T00:00:00,美国,Android,Contour,7.966666666666667,4.466666666666667,Organic
2026-07-01T00:00:00,美国,iOS,Resize,178.6451612903226,76.2258064516129,Organic
2026-04-01T00:00:00,巴西,iOS,Hair,626.9333333333333,170.86666666666667,Organic
2026-05-01T00:00:00,英国,Android,AI Tattoo,2.3548387096774195,0.3870967741935484,Organic
2026-07-01T00:00:00,巴西,iOS,Stamp,51.516129032258064,10.0,Organic
2026-08-01T00:00:00,英国,Android,Crop,4.333333333333333,3.3333333333333335,Organic
2026-06-01T00:00:00,美国,iOS,Acne,316.51851851851853,223.74074074074073,Organic
2026-02-01T00:00:00,巴西,iOS,Hair,469.7857142857143,136.07142857142858,Organic
2026-08-01T00:00:00,巴西,iOS,Details,49.666666666666664,15.333333333333334,Organic
2026-08-01T00:00:00,巴西,Android,Bokeh,20.166666666666668,7.0,Organic
2026-02-01T00:00:00,美国,iOS,Bokeh,36.964285714285715,9.142857142857142,Organic
2026-01-01T00:00:00,墨西哥,iOS,Eraser,27.387096774193548,16.096774193548388,Organic
2026-04-01T00:00:00,美国,iOS,AI Retouch,771.3,258.53333333333336,Organic
2026-04-01T00:00:00,英国,Android,Eraser,15.166666666666666,8.266666666666667,Organic
