月份,市场,平台,功能,进入渗透率,渠道/自然
2026-03-01T00:00:00,巴西,iOS,AI Retouch,0.19764720202706446,Organic
2026-03-01T00:00:00,巴西,iOS,Text,0.009172204205032742,Organic
2026-03-01T00:00:00,美国,Android,AI Tattoo,0.02365727727642959,Organic
2026-05-01T00:00:00,英国,Android,AI Repair,0.07469982626478411,Organic
2026-06-01T00:00:00,英国,iOS,Relight,0.1727189635755374,Organic
2026-06-01T00:00:00,英国,Android,Brighten,0.045042756141243354,Organic
2026-06-01T00:00:00,英国,iOS,Brighten,0.04447855273994462,Organic
2026-06-01T00:00:00,墨西哥,iOS,Matte,0.024779337875018567,Organic
2026-05-01T00:00:00,巴西,iOS,Muscle,0.02379412271109975,Organic
2026-04-01T00:00:00,巴西,Android,Blur,0.047400681220690105,Organic
2026-05-01T00:00:00,美国,Android,Bokeh,0.0234705183193657,Organic
2026-01-01T00:00:00,英国,iOS,Face Fix,0.06765332901777785,Organic
2026-01-01T00:00:00,巴西,Android,Expression,0.024762990274768488,Organic
2026-01-01T00:00:00,美国,iOS,Crop,0.03835688526636621,Organic
2026-05-01T00:00:00,美国,Android,AI Retouch,0.20124118271931515,Organic
2026-02-01T00:00:00,墨西哥,iOS,Acne,0.10955290663278669,Organic
2026-02-01T00:00:00,巴西,iOS,Blur,0.0677547089808745,Organic
2026-07-01T00:00:00,巴西,iOS,Adjust,0.12144422381974539,Organic
2026-07-01T00:00:00,墨西哥,Android,Blur,0.03579277196134973,Organic
2026-06-01T00:00:00,美国,iOS,Face,0.2769066215999114,Organic
2026-04-01T00:00:00,巴西,Android,AI Expand,0.02741022563385972,Organic
2026-05-01T00:00:00,美国,iOS,Acne,0.10798164718551172,Organic
2026-02-01T00:00:00,巴西,iOS,Expression,0.03729251561245068,Organic
2026-02-01T00:00:00,英国,Android,AI Retouch,0.21199207971499506,Organic
2026-01-01T00:00:00,美国,Android,Skin Tone,0.06586787182171222,Organic
2026-04-01T00:00:00,巴西,Android,Eraser,0.11014831658240058,Organic
2026-05-01T00:00:00,墨西哥,iOS,Muscle,0.028559402776775895,Organic
2026-07-01T00:00:00,美国,Android,Resize,0.030024440299381228,Organic
2026-04-01T00:00:00,墨西哥,Android,Concealer,0.030900713392480673,Organic
2026-07-01T00:00:00,英国,Android,Smooth,0.11880866652955106,Organic
2026-07-01T00:00:00,墨西哥,Android,Reshape,0.08930237187724029,Organic
2026-04-01T00:00:00,英国,iOS,Hair,0.136770202000906,Organic
2026-05-01T00:00:00,美国,Android,Glitter,0.028753841077619458,Organic
2026-07-01T00:00:00,英国,iOS,Background,0.04764243944869417,Organic
2026-05-01T00:00:00,墨西哥,iOS,AI Replace,0.010651309396216129,Organic
2026-07-01T00:00:00,英国,Android,AI Tattoo,0.02095801203548601,Organic
2026-07-01T00:00:00,墨西哥,Android,Preset,0.04146998828040183,Organic
2026-05-01T00:00:00,美国,iOS,Teeth,0.08481850031585329,Organic
2026-03-01T00:00:00,英国,Android,AI Image,0.08620861173329238,Organic
2026-03-01T00:00:00,英国,iOS,Prism,0.005063404649481542,Organic
2026-01-01T00:00:00,英国,Android,Dark Circles,0.039464866504654014,Organic
2026-04-01T00:00:00,墨西哥,iOS,Background,0.03709813069118029,Organic
2026-03-01T00:00:00,巴西,Android,Filters,0.21072087685497734,Organic
2026-01-01T00:00:00,墨西哥,iOS,Magic,0.24856091923806736,Organic
2026-01-01T00:00:00,巴西,Android,Background,0.03746686650797377,Organic
2026-05-01T00:00:00,巴西,Android,Adjust,0.09636735564835455,Organic
2026-06-01T00:00:00,英国,Android,Teeth,0.05840875903838191,Organic
2026-07-01T00:00:00,英国,iOS,Text,0.011167739586666926,Organic
2026-03-01T00:00:00,墨西哥,iOS,Plump,0.04120634957577271,Organic
2026-07-01T00:00:00,英国,iOS,Acne,0.07719626606006093,Organic
2026-03-01T00:00:00,巴西,iOS,Muscle,0.03198334161012271,Organic
2026-03-01T00:00:00,美国,Android,Glowup,0.07247645673764647,Organic
2026-04-01T00:00:00,巴西,iOS,AI Expand,0.02130397586924349,Organic
2026-02-01T00:00:00,巴西,Android,Teeth,0.04016449192636653,Organic
2026-01-01T00:00:00,墨西哥,Android,Filters,0.1707408825195849,Organic
2026-06-01T00:00:00,英国,Android,Face Fix,0.05302567330229445,Organic
2026-07-01T00:00:00,墨西哥,Android,Details,0.013807537106441557,Organic
2026-04-01T00:00:00,英国,Android,Filters,0.22497126418733326,Organic
2026-07-01T00:00:00,墨西哥,Android,Expression,0.032788479980620025,Organic
2026-05-01T00:00:00,巴西,iOS,Preset,0.04137115908513909,Organic
2026-07-01T00:00:00,英国,iOS,AI Tattoo,0.018764840553012266,Organic
2026-03-01T00:00:00,英国,Android,Prism,0.011147715531114625,Organic
2026-04-01T00:00:00,美国,iOS,Reshape,0.15387579590970665,Organic
2026-03-01T00:00:00,墨西哥,iOS,Skin Tone,0.10449444253361904,Organic
2026-02-01T00:00:00,墨西哥,Android,AI Repair,0.08454996717986914,Organic
2026-04-01T00:00:00,英国,iOS,Reshape,0.1439531708880223,Organic
2026-03-01T00:00:00,巴西,iOS,Hair,0.12216424228678859,Organic
2026-05-01T00:00:00,墨西哥,Android,Blur,0.04307152390019774,Organic
2026-07-01T00:00:00,墨西哥,iOS,AI Tattoo,0.01915596272368388,Organic
2026-07-01T00:00:00,美国,Android,Brighten,0.02671312089478153,Organic
2026-03-01T00:00:00,美国,Android,Hair,0.15966746871189436,Organic
2026-03-01T00:00:00,美国,Android,Face,0.23586344951058677,Organic
2026-01-01T00:00:00,英国,iOS,Dark Circles,0.05137611825135733,Organic
2026-06-01T00:00:00,英国,iOS,Teeth,0.05030025877355516,Organic
2026-06-01T00:00:00,英国,iOS,AI Replace,0.012451939774762586,Organic
2026-06-01T00:00:00,墨西哥,iOS,Filters,0.29477938648129615,Organic
2026-01-01T00:00:00,英国,iOS,Blur,0.0493316695028259,Organic
2026-07-01T00:00:00,美国,Android,Background,0.04645199465084771,Organic
2026-04-01T00:00:00,美国,iOS,Eraser,0.10829872382274167,Organic
2026-06-01T00:00:00,英国,iOS,Expression,0.027668211935806767,Organic
2026-06-01T00:00:00,英国,Android,Background,0.04744359535326105,Organic
2026-05-01T00:00:00,英国,iOS,Stamp,0.007313516630873412,Organic
2026-06-01T00:00:00,墨西哥,Android,Magic,0.18154987788901333,Organic
2026-01-01T00:00:00,英国,iOS,Glowup,0.09651254991716454,Organic
2026-01-01T00:00:00,英国,iOS,AI Image,0.058455179180697044,Organic
2026-05-01T00:00:00,美国,iOS,Adjust,0.07064542665746863,Organic
2026-06-01T00:00:00,英国,iOS,AI Retouch,0.22345684884077802,Organic
2026-02-01T00:00:00,英国,iOS,AI Tattoo,0.017563058523030934,Organic
2026-02-01T00:00:00,英国,Android,Details,0.03274758909147908,Organic
2026-05-01T00:00:00,巴西,Android,AI Expand,0.017665880969773916,Organic
2026-01-01T00:00:00,巴西,Android,Resize,0.02733340626226016,Organic
2026-02-01T00:00:00,美国,Android,Face Fix,0.0626214612566751,Organic
2026-04-01T00:00:00,巴西,iOS,Stamp,0.010959924151243838,Organic
2026-06-01T00:00:00,美国,iOS,Background,0.05182067365411834,Organic
2026-07-01T00:00:00,巴西,iOS,Brighten,0.02626436038323728,Organic
2026-06-01T00:00:00,美国,Android,Plump,0.03657011893859741,Organic
2026-05-01T00:00:00,巴西,Android,Eye Brighten,0.01570162212779395,Organic
2026-05-01T00:00:00,英国,Android,Teeth,0.06505854136437611,Organic
2026-04-01T00:00:00,美国,Android,Concealer,0.052495491380041864,Organic
2026-02-01T00:00:00,巴西,Android,Reshape,0.09827866375347691,Organic
2026-07-01T00:00:00,美国,Android,Glowup,0.05050270406475951,Organic
2026-01-01T00:00:00,墨西哥,Android,Effects,0.05098977359863984,Organic
2026-07-01T00:00:00,英国,Android,Effects,0.05073707436097524,Organic
2026-02-01T00:00:00,巴西,iOS,AI Retouch,0.20292976999097395,Organic
2026-05-01T00:00:00,巴西,Android,Resize,0.03689958457991709,Organic
2026-01-01T00:00:00,英国,iOS,Expression,0.037172458890307465,Organic
2026-01-01T00:00:00,英国,iOS,Details,0.030941662769876165,Organic
2026-03-01T00:00:00,巴西,Android,Muscle,0.034641102261687644,Organic
2026-07-01T00:00:00,美国,iOS,Eye Brighten,0.025943145740411334,Organic
2026-03-01T00:00:00,英国,iOS,Filters,0.20863012377756054,Organic
2026-06-01T00:00:00,墨西哥,Android,Bokeh,0.026219947702595985,Organic
2026-04-01T00:00:00,巴西,Android,Glowup,0.04657710476270336,Organic
2026-07-01T00:00:00,墨西哥,iOS,Reshape,0.09946877040211853,Organic
2026-01-01T00:00:00,英国,Android,AI Retouch,0.18562744156936578,Organic
2026-03-01T00:00:00,英国,iOS,Relight,0.07604786916416854,Organic
2026-01-01T00:00:00,墨西哥,Android,AI Tattoo,0.01846663586771392,Organic
2026-01-01T00:00:00,英国,iOS,Glitter,0.020730862772620644,Organic
2026-03-01T00:00:00,美国,Android,Muscle,0.02728388808208057,Organic
2026-05-01T00:00:00,英国,iOS,Face Fix,0.06242208507798158,Organic
2026-06-01T00:00:00,巴西,Android,AI Image,0.07271017125185104,Organic
2026-05-01T00:00:00,墨西哥,iOS,AI Retouch,0.20279505677540233,Organic
2026-05-01T00:00:00,巴西,iOS,Eye Brighten,0.022384530113925605,Organic
2026-02-01T00:00:00,巴西,Android,AI Retouch,0.16888349044722265,Organic
2026-07-01T00:00:00,墨西哥,iOS,AI Expand,0.04081511226449755,Organic
2026-02-01T00:00:00,墨西哥,Android,Prism,0.020685754654663963,Organic
2026-03-01T00:00:00,墨西哥,Android,Smooth,0.05671734672868219,Organic
2026-03-01T00:00:00,英国,iOS,Body,0.07552712653467684,Organic
2026-06-01T00:00:00,墨西哥,iOS,Background,0.04600821195808807,Organic
2026-04-01T00:00:00,巴西,iOS,AI Tattoo,0.023802086600073897,Organic
2026-04-01T00:00:00,美国,Android,Face,0.2427738819231514,Organic
2026-07-01T00:00:00,美国,Android,Blur,0.02766875241943734,Organic
2026-04-01T00:00:00,巴西,Android,Preset,0.04544561367350542,Organic
2026-01-01T00:00:00,英国,Android,Matte,0.020141426012708886,Organic
2026-01-01T00:00:00,美国,iOS,Text,0.011397852354961215,Organic
2026-01-01T00:00:00,墨西哥,iOS,Hair,0.13900801773095592,Organic
2026-01-01T00:00:00,巴西,Android,Plump,0.04266385571688181,Organic
2026-02-01T00:00:00,美国,Android,Matte,0.023030262006465314,Organic
2026-06-01T00:00:00,墨西哥,iOS,Hair,0.12442708175578712,Organic
2026-02-01T00:00:00,墨西哥,Android,Acne,0.0523316529862663,Organic
2026-07-01T00:00:00,英国,Android,Crop,0.04653726709246095,Organic
2026-05-01T00:00:00,墨西哥,Android,Brighten,0.023147951994678194,Organic
2026-02-01T00:00:00,墨西哥,iOS,AI Image,0.08282675635371699,Organic
2026-06-01T00:00:00,英国,iOS,Eraser,0.08940305854582078,Organic
2026-06-01T00:00:00,美国,iOS,Expression,0.028499331987259575,Organic
2026-06-01T00:00:00,墨西哥,iOS,Bokeh,0.016857724966444564,Organic
2026-03-01T00:00:00,巴西,Android,Text,0.015805061825117338,Organic
2026-04-01T00:00:00,美国,Android,Adjust,0.08678030620249408,Organic
2026-03-01T00:00:00,美国,Android,Effects,0.08268811874976002,Organic
2026-01-01T00:00:00,巴西,iOS,Teeth,0.0810077479862545,Organic
2026-04-01T00:00:00,墨西哥,iOS,Makeup,0.12141159087711895,Organic
2026-04-01T00:00:00,巴西,Android,AI Tattoo,0.03013404261146946,Organic
2026-01-01T00:00:00,巴西,iOS,Skin Tone,0.07567365458386527,Organic
2026-02-01T00:00:00,英国,Android,AI Expand,0.032164441115174996,Organic
2026-02-01T00:00:00,英国,iOS,Details,0.031032202486963197,Organic
2026-06-01T00:00:00,美国,iOS,Plump,0.04085407198408674,Organic
2026-06-01T00:00:00,墨西哥,Android,Effects,0.06138741919561324,Organic
2026-02-01T00:00:00,墨西哥,iOS,Body,0.146028783777874,Organic
2026-06-01T00:00:00,英国,Android,AI Retouch,0.20529421046380097,Organic
2026-03-01T00:00:00,英国,iOS,AI Image,0.06404940916727841,Organic
2026-03-01T00:00:00,美国,iOS,Magic,0.273637981187152,Organic
2026-02-01T00:00:00,巴西,iOS,Acne,0.15857450589227895,Organic
2026-03-01T00:00:00,英国,iOS,AI Repair,0.03226525610673542,Organic
2026-03-01T00:00:00,美国,Android,Bokeh,0.024490217352236814,Organic
2026-01-01T00:00:00,巴西,Android,Stamp,0.009042713353942357,Organic
2026-01-01T00:00:00,巴西,Android,Glowup,0.03624171492483457,Organic
2026-02-01T00:00:00,墨西哥,iOS,Contour,0.019642094280478233,Organic
2026-07-01T00:00:00,墨西哥,iOS,Preset,0.04030551436417757,Organic
2026-05-01T00:00:00,墨西哥,iOS,Face,0.28003047711170914,Organic
2026-02-01T00:00:00,英国,iOS,Glitter,0.01972606271907972,Organic
2026-03-01T00:00:00,墨西哥,iOS,Teeth,0.06064878876884144,Organic
2026-05-01T00:00:00,美国,Android,Resize,0.04154581951244319,Organic
2026-06-01T00:00:00,美国,Android,Smooth,0.10573410251074523,Organic
2026-02-01T00:00:00,美国,Android,Acne,0.06275798040639295,Organic
2026-02-01T00:00:00,英国,iOS,Skin Tone,0.11933016152032881,Organic
2026-05-01T00:00:00,美国,Android,Preset,0.06198886843538935,Organic
2026-06-01T00:00:00,墨西哥,iOS,Text,0.01506730675199672,Organic
2026-07-01T00:00:00,英国,iOS,Effects,0.063019318213307,Organic
2026-03-01T00:00:00,英国,iOS,Concealer,0.07436522321910938,Organic
2026-02-01T00:00:00,美国,iOS,Acne,0.1109668642981327,Organic
2026-06-01T00:00:00,墨西哥,iOS,Concealer,0.05466882451898311,Organic
2026-03-01T00:00:00,墨西哥,Android,Plump,0.02690751395828651,Organic
2026-07-01T00:00:00,美国,iOS,Face,0.2985982321202953,Organic
2026-01-01T00:00:00,英国,iOS,AI Replace,0.016616960580383592,Organic
2026-03-01T00:00:00,美国,Android,Crop,0.07746628411339451,Organic
2026-06-01T00:00:00,美国,Android,Prism,0.014011207922606718,Organic
2026-02-01T00:00:00,英国,iOS,Reshape,0.1434059052488245,Organic
2026-07-01T00:00:00,英国,iOS,Magic,0.23880191682266233,Organic
2026-07-01T00:00:00,英国,Android,Text,0.01964607896885844,Organic
2026-07-01T00:00:00,墨西哥,iOS,Adjust,0.08538803207430826,Organic
2026-03-01T00:00:00,墨西哥,Android,Dark Circles,0.02457782396146763,Organic
2026-02-01T00:00:00,墨西哥,iOS,Skin Tone,0.09666557325919693,Organic
2026-02-01T00:00:00,英国,Android,Eraser,0.07488225586376888,Organic
2026-07-01T00:00:00,美国,Android,Mykit,0.036125365089726684,Organic
2026-01-01T00:00:00,墨西哥,Android,Text,0.020159762971989334,Organic
2026-03-01T00:00:00,英国,Android,Relight,0.06534380502228662,Organic
2026-01-01T00:00:00,墨西哥,Android,Magic,0.18112216391348296,Organic
2026-07-01T00:00:00,英国,Android,Plump,0.03625338832620736,Organic
2026-04-01T00:00:00,墨西哥,iOS,Blur,0.034345410823950755,Organic
2026-03-01T00:00:00,美国,iOS,Skin Tone,0.1026558940384308,Organic
2026-01-01T00:00:00,墨西哥,iOS,Makeup,0.1702501895463378,Organic
2026-01-01T00:00:00,墨西哥,Android,Hair,0.13052599096446277,Organic
2026-03-01T00:00:00,巴西,Android,Hair,0.16136056025759485,Organic
2026-06-01T00:00:00,英国,Android,Effects,0.06603148472623291,Organic
2026-01-01T00:00:00,墨西哥,iOS,AI Image,0.05681921886495215,Organic
2026-04-01T00:00:00,美国,Android,AI Expand,0.03445342577880888,Organic
2026-04-01T00:00:00,巴西,iOS,Expression,0.034999654945481434,Organic
2026-07-01T00:00:00,墨西哥,Android,Face,0.17578670166118865,Organic
2026-07-01T00:00:00,巴西,Android,Brighten,0.02017301390243289,Organic
2026-04-01T00:00:00,美国,Android,Details,0.03290260846524883,Organic
2026-01-01T00:00:00,墨西哥,iOS,AI Repair,0.04328478020387928,Organic
2026-03-01T00:00:00,墨西哥,iOS,Face Fix,0.05735628361192153,Organic
2026-03-01T00:00:00,英国,iOS,Contour,0.03158123891282936,Organic
2026-06-01T00:00:00,英国,Android,Matte,0.018788753584262363,Organic
2026-02-01T00:00:00,英国,Android,Glitter,0.024581086233046483,Organic
2026-05-01T00:00:00,美国,Android,Eye Brighten,0.02962033503602604,Organic
2026-01-01T00:00:00,墨西哥,iOS,Acne,0.11501112217588463,Organic
2026-06-01T00:00:00,英国,Android,Contour,0.025867295311235664,Organic
2026-05-01T00:00:00,美国,iOS,Brighten,0.06396971729787938,Organic
2026-04-01T00:00:00,英国,iOS,Makeup,0.14970806602204903,Organic
2026-02-01T00:00:00,巴西,Android,Face Fix,0.03273219351162375,Organic
2026-04-01T00:00:00,巴西,iOS,Reshape,0.22473541869514238,Organic
2026-06-01T00:00:00,美国,iOS,Smooth,0.1510947335511249,Organic
2026-02-01T00:00:00,英国,iOS,Resize,0.05879168933094719,Organic
2026-02-01T00:00:00,美国,Android,Magic,0.2357448976351187,Organic
2026-05-01T00:00:00,巴西,iOS,Reshape,0.1953765857278351,Organic
2026-02-01T00:00:00,墨西哥,Android,Skin Tone,0.05592984172335523,Organic
2026-03-01T00:00:00,巴西,iOS,Filters,0.2471605903709409,Organic
2026-07-01T00:00:00,英国,Android,Brighten,0.0318499422274903,Organic
2026-01-01T00:00:00,巴西,Android,Smooth,0.06085721141678985,Organic
2026-02-01T00:00:00,美国,iOS,AI Retouch,0.24992093353611497,Organic
2026-04-01T00:00:00,墨西哥,iOS,Plump,0.034631304621435335,Organic
2026-03-01T00:00:00,巴西,iOS,Effects,0.05139451347912366,Organic
2026-03-01T00:00:00,美国,Android,Makeup,0.14653796072791947,Organic
2026-01-01T00:00:00,墨西哥,iOS,Text,0.011727238470889413,Organic
2026-05-01T00:00:00,巴西,iOS,Adjust,0.11287921403464385,Organic
2026-03-01T00:00:00,美国,iOS,Muscle,0.02419375735472684,Organic
2026-03-01T00:00:00,墨西哥,Android,Teeth,0.03752524139657753,Organic
2026-06-01T00:00:00,英国,Android,Eye Brighten,0.02553281824142818,Organic
2026-06-01T00:00:00,墨西哥,iOS,Crop,0.04840064122874705,Organic
2026-01-01T00:00:00,英国,Android,Bokeh,0.022525622734225113,Organic
2026-05-01T00:00:00,英国,Android,Stamp,0.01977369407392371,Organic
2026-07-01T00:00:00,英国,iOS,Crop,0.029559333468764985,Organic
2026-05-01T00:00:00,英国,Android,Smooth,0.13961560157625857,Organic
2026-07-01T00:00:00,英国,iOS,Preset,0.04179073859534363,Organic
2026-03-01T00:00:00,巴西,Android,Bokeh,0.018764726279069454,Organic
2026-07-01T00:00:00,巴西,iOS,Resize,0.05513047599730224,Organic
2026-07-01T00:00:00,美国,iOS,Blur,0.04115383591856827,Organic
2026-07-01T00:00:00,墨西哥,Android,Dark Circles,0.020217680064978524,Organic
2026-01-01T00:00:00,美国,iOS,Face Fix,0.06229444645109779,Organic
2026-02-01T00:00:00,巴西,Android,AI Replace,0.013589112871590025,Organic
2026-02-01T00:00:00,墨西哥,iOS,Mykit,0.024740732642221774,Organic
2026-04-01T00:00:00,英国,Android,Stamp,0.015124092104917075,Organic
2026-07-01T00:00:00,墨西哥,Android,Glitter,0.02783622863426596,Organic
2026-03-01T00:00:00,墨西哥,Android,Makeup,0.1246458712196828,Organic
2026-04-01T00:00:00,墨西哥,Android,Blur,0.0332013985461207,Organic
2026-07-01T00:00:00,美国,Android,Eye Brighten,0.02162815972889549,Organic
2026-02-01T00:00:00,英国,iOS,Crop,0.03392626689765818,Organic
2026-01-01T00:00:00,英国,iOS,Hair,0.1573172176846817,Organic
2026-05-01T00:00:00,巴西,Android,Effects,0.057137531784453036,Organic
2026-05-01T00:00:00,墨西哥,iOS,AI Tattoo,0.018048225713557443,Organic
2026-05-01T00:00:00,巴西,Android,Glitter,0.017959013896601966,Organic
2026-02-01T00:00:00,巴西,iOS,Plump,0.05812149514401936,Organic
2026-01-01T00:00:00,墨西哥,Android,Bokeh,0.023770254932933894,Organic
2026-03-01T00:00:00,巴西,Android,Effects,0.05522157935462322,Organic
2026-02-01T00:00:00,墨西哥,Android,AI Image,0.114117315695815,Organic
2026-01-01T00:00:00,墨西哥,Android,Muscle,0.023204918202199196,Organic
2026-06-01T00:00:00,巴西,Android,Smooth,0.0831067946110659,Organic
2026-03-01T00:00:00,巴西,Android,Crop,0.07141311376623999,Organic
2026-04-01T00:00:00,英国,Android,Bokeh,0.016864518120055717,Organic
2026-04-01T00:00:00,墨西哥,iOS,Eye Brighten,0.018206987652640175,Organic
2026-01-01T00:00:00,英国,iOS,Acne,0.1139072446066002,Organic
2026-06-01T00:00:00,巴西,Android,Plump,0.031409307344146195,Organic
2026-06-01T00:00:00,墨西哥,Android,Plump,0.029656778546282812,Organic
2026-01-01T00:00:00,美国,iOS,Muscle,0.022853243788264387,Organic
2026-05-01T00:00:00,巴西,Android,Relight,0.10837206516053076,Organic
2026-02-01T00:00:00,美国,Android,Plump,0.04674849504049056,Organic
2026-02-01T00:00:00,巴西,Android,Magic,0.1918185367509774,Organic
2026-05-01T00:00:00,墨西哥,iOS,Magic,0.26633284483892183,Organic
2026-03-01T00:00:00,美国,Android,Text,0.022911552315458366,Organic
2026-06-01T00:00:00,墨西哥,iOS,Effects,0.081986500806842,Organic
2026-07-01T00:00:00,墨西哥,Android,Glowup,0.048899646477584165,Organic
2026-03-01T00:00:00,墨西哥,iOS,Smooth,0.17637547031285983,Organic
2026-03-01T00:00:00,巴西,Android,Makeup,0.13635048402323152,Organic
2026-05-01T00:00:00,墨西哥,iOS,Text,0.013645892942553828,Organic
2026-06-01T00:00:00,巴西,Android,Hair,0.20125891099317914,Organic
2026-06-01T00:00:00,巴西,iOS,Stamp,0.010377351188492702,Organic
2026-01-01T00:00:00,美国,iOS,Smooth,0.16602753653194055,Organic
2026-07-01T00:00:00,墨西哥,Android,Hair,0.17878401855690437,Organic
2026-04-01T00:00:00,美国,Android,Preset,0.06250585769304798,Organic
2026-04-01T00:00:00,英国,Android,Details,0.02985678515399048,Organic
2026-07-01T00:00:00,美国,Android,Makeup,0.12670567930010876,Organic
2026-06-01T00:00:00,英国,iOS,Dark Circles,0.03255121646074048,Organic
2026-05-01T00:00:00,英国,Android,Makeup,0.14100822133404362,Organic
2026-07-01T00:00:00,巴西,Android,Concealer,0.031043752507080368,Organic
2026-01-01T00:00:00,墨西哥,iOS,Prism,0.009930875658457376,Organic
2026-06-01T00:00:00,墨西哥,Android,Face Fix,0.03482757359845846,Organic
2026-04-01T00:00:00,墨西哥,Android,Resize,0.023167577357253277,Organic
2026-02-01T00:00:00,墨西哥,iOS,Prism,0.012338600896024527,Organic
2026-02-01T00:00:00,墨西哥,Android,Glitter,0.03798074008266376,Organic
2026-05-01T00:00:00,英国,iOS,Skin Tone,0.10863152380627064,Organic
2026-01-01T00:00:00,巴西,iOS,AI Expand,0.026699316506166578,Organic
2026-03-01T00:00:00,美国,iOS,Bokeh,0.013457273592810976,Organic
2026-05-01T00:00:00,巴西,Android,Crop,0.07205117702216392,Organic
2026-03-01T00:00:00,墨西哥,Android,AI Repair,0.050381338046700044,Organic
2026-06-01T00:00:00,巴西,Android,Makeup,0.1260286674113199,Organic
2026-05-01T00:00:00,巴西,iOS,Stamp,0.00882093715282266,Organic
2026-04-01T00:00:00,巴西,Android,Adjust,0.09901863176747575,Organic
2026-05-01T00:00:00,美国,Android,Reshape,0.09259413160877461,Organic
2026-02-01T00:00:00,巴西,Android,Acne,0.05392428753598847,Organic
2026-06-01T00:00:00,巴西,iOS,Plump,0.04222855150963963,Organic
2026-02-01T00:00:00,美国,iOS,Dark Circles,0.045318970784221715,Organic
2026-06-01T00:00:00,巴西,iOS,Makeup,0.14122124030753977,Organic
2026-07-01T00:00:00,英国,iOS,Smooth,0.1392227422014573,Organic
2026-04-01T00:00:00,美国,Android,Expression,0.040859985283894874,Organic
2026-03-01T00:00:00,英国,iOS,Mykit,0.030040488981397214,Organic
2026-02-01T00:00:00,美国,iOS,AI Image,0.08640712944055776,Organic
2026-02-01T00:00:00,美国,iOS,Expression,0.03292064993473295,Organic
2026-05-01T00:00:00,墨西哥,Android,Eraser,0.10091765455165563,Organic
2026-05-01T00:00:00,英国,iOS,Matte,0.01946386526378054,Organic
2026-07-01T00:00:00,美国,iOS,Brighten,0.041459092463763746,Organic
2026-01-01T00:00:00,墨西哥,iOS,Muscle,0.03282525946131302,Organic
2026-02-01T00:00:00,巴西,Android,Dark Circles,0.02572347761645014,Organic
2026-05-01T00:00:00,墨西哥,iOS,Mykit,0.02772276023048639,Organic
2026-02-01T00:00:00,巴西,Android,Matte,0.011329854143141652,Organic
2026-03-01T00:00:00,巴西,iOS,Makeup,0.15805603222206052,Organic
2026-05-01T00:00:00,英国,iOS,Plump,0.0469312801411613,Organic
2026-06-01T00:00:00,美国,iOS,Stamp,0.00831013373438923,Organic
2026-03-01T00:00:00,美国,Android,Stamp,0.018524228254818746,Organic
2026-02-01T00:00:00,美国,Android,AI Replace,0.03568670408448605,Organic
2026-02-01T00:00:00,英国,Android,Concealer,0.06011883606893157,Organic
2026-02-01T00:00:00,巴西,iOS,AI Replace,0.012539070655802748,Organic
2026-05-01T00:00:00,英国,iOS,Teeth,0.06328480114716536,Organic
2026-03-01T00:00:00,巴西,Android,Background,0.0480326038100411,Organic
2026-03-01T00:00:00,英国,Android,AI Repair,0.04965277241032474,Organic
2026-06-01T00:00:00,墨西哥,Android,Background,0.051768528516030705,Organic
2026-01-01T00:00:00,美国,iOS,Magic,0.24867523758845164,Organic
2026-03-01T00:00:00,墨西哥,iOS,Background,0.045110952569582634,Organic
2026-07-01T00:00:00,美国,iOS,Text,0.011082157382901034,Organic
2026-07-01T00:00:00,巴西,Android,Resize,0.039338771639595,Organic
2026-05-01T00:00:00,英国,Android,Blur,0.03856896577171015,Organic
2026-02-01T00:00:00,巴西,Android,Smooth,0.07214458446043792,Organic
2026-03-01T00:00:00,美国,Android,Filters,0.23238100230572586,Organic
2026-06-01T00:00:00,巴西,iOS,Smooth,0.15086041006228895,Organic
2026-04-01T00:00:00,巴西,Android,Reshape,0.12043174974756769,Organic
2026-05-01T00:00:00,巴西,iOS,Brighten,0.036596871461879524,Organic
2026-04-01T00:00:00,英国,Android,Hair,0.14089467626942204,Organic
2026-06-01T00:00:00,英国,Android,Expression,0.035989482692287494,Organic
2026-07-01T00:00:00,巴西,Android,Blur,0.045774334630240415,Organic
2026-06-01T00:00:00,墨西哥,Android,Crop,0.07583379437438778,Organic
2026-05-01T00:00:00,墨西哥,Android,Eye Brighten,0.013075095760326267,Organic
2026-05-01T00:00:00,美国,Android,Adjust,0.08290624833601175,Organic
2026-06-01T00:00:00,英国,Android,Crop,0.05785464880523472,Organic
2026-01-01T00:00:00,美国,iOS,Background,0.04691941353152572,Organic
2026-07-01T00:00:00,美国,Android,Relight,0.12762946633809835,Organic
2026-01-01T00:00:00,墨西哥,iOS,Eraser,0.10807357135882054,Organic
2026-04-01T00:00:00,巴西,Android,Face,0.20265286366963398,Organic
2026-02-01T00:00:00,墨西哥,Android,Contour,0.013069390633981081,Organic
2026-04-01T00:00:00,美国,iOS,Preset,0.058778342990633003,Organic
2026-06-01T00:00:00,英国,Android,AI Replace,0.027860884706434573,Organic
2026-04-01T00:00:00,墨西哥,Android,Adjust,0.060207223410629125,Organic
2026-02-01T00:00:00,墨西哥,iOS,AI Repair,0.0435157730165774,Organic
2026-01-01T00:00:00,墨西哥,iOS,Effects,0.055428805783636514,Organic
2026-03-01T00:00:00,美国,iOS,Acne,0.11924523541774036,Organic
2026-04-01T00:00:00,英国,iOS,Filters,0.2579058541829666,Organic
