层级,指标,数据来源,指标对应值,取数口径,本月,上月,2月前,3月前,4月前,5月前,6月前,7月前,8月前,9月前,10月前,11月前,12月前,13月前,mom,mom%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1.卢旺达.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,870.0,894.0,943.0,987.0,1160.0,1283.0,1203.0,1543.0,1451.0,1629.0,1695.0,1614.0,1664.0,1906.0,-24.0,-2.684564,-24.0,-0.00997,-0.000416
1.卢森堡,卢森堡MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1433.0,1378.0,1309.0,1270.0,1259.0,1450.0,1326.0,1632.0,1473.0,1542.0,1717.0,1691.0,1599.0,1600.0,55.0,3.991292,55.0,0.022848,0.000952
1.卢森堡.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,153.0,170.0,126.0,119.0,144.0,164.0,147.0,109.0,64.0,96.0,93.0,98.0,67.0,71.0,-17.0,-10.0,-17.0,-0.007062,-0.000294
1.卢森堡.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,10.0,23.0,12.0,13.0,9.0,3.0,2.0,3.0,15.0,15.0,17.0,14.0,9.0,12.0,-13.0,-56.521739,-13.0,-0.0054,-0.000225
1.卢森堡.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,143.0,147.0,114.0,106.0,135.0,161.0,145.0,106.0,49.0,81.0,76.0,84.0,58.0,59.0,-4.0,-2.721088,-4.0,-0.001662,-6.9e-05
1.卢森堡.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1280.0,1208.0,1183.0,1151.0,1115.0,1286.0,1179.0,1523.0,1409.0,1446.0,1624.0,1593.0,1532.0,1529.0,72.0,5.960265,72.0,0.02991,0.001247
1.印度,印度MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,31128.0,30999.0,34722.0,36245.0,39960.0,35724.0,36473.0,41112.0,42360.0,44951.0,45970.0,47735.0,53598.0,54088.0,129.0,0.416142,129.0,0.053589,0.002234
1.印度.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,4053.0,4555.0,5561.0,7977.0,9566.0,4905.0,5181.0,5575.0,6710.0,6705.0,7029.0,7713.0,13164.0,12756.0,-502.0,-11.020856,-502.0,-0.208539,-0.008692
1.印度.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,912.0,1566.0,1932.0,3461.0,4658.0,947.0,632.0,973.0,3194.0,2994.0,3077.0,2615.0,3454.0,3057.0,-654.0,-41.762452,-654.0,-0.271683,-0.011324
1.印度.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,3141.0,2989.0,3629.0,4516.0,4908.0,3958.0,4549.0,4602.0,3516.0,3711.0,3952.0,5098.0,9710.0,9699.0,152.0,5.085313,152.0,0.063143,0.002632
1.印度.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,27075.0,26444.0,29161.0,28268.0,30394.0,30819.0,31292.0,35537.0,35650.0,38246.0,38941.0,40022.0,40434.0,41332.0,631.0,2.386175,631.0,0.262128,0.010926
1.印度尼西亚,印度尼西亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,18198.0,18104.0,19199.0,17100.0,19894.0,19808.0,20304.0,29458.0,31898.0,35570.0,36713.0,36812.0,36012.0,37507.0,94.0,0.519222,94.0,0.039049,0.001628
1.印度尼西亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,4536.0,4177.0,5584.0,4414.0,5077.0,4948.0,4731.0,5590.0,5296.0,6280.0,7182.0,6836.0,6524.0,7117.0,359.0,8.594685,359.0,0.149135,0.006216
1.印度尼西亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,216.0,380.0,569.0,527.0,560.0,472.0,266.0,280.0,1179.0,1207.0,1606.0,2138.0,1554.0,1623.0,-164.0,-43.157895,-164.0,-0.068128,-0.00284
1.印度尼西亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,4320.0,3797.0,5015.0,3887.0,4517.0,4476.0,4465.0,5310.0,4117.0,5073.0,5576.0,4698.0,4970.0,5494.0,523.0,13.774032,523.0,0.217263,0.009056
1.印度尼西亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,13662.0,13927.0,13615.0,12686.0,14817.0,14860.0,15573.0,23868.0,26602.0,29290.0,29531.0,29976.0,29488.0,30390.0,-265.0,-1.902779,-265.0,-0.110085,-0.004589
1.危地马拉,危地马拉MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,6133.0,6314.0,6412.0,5919.0,6993.0,7278.0,6832.0,8679.0,6844.0,7320.0,7297.0,7300.0,7756.0,7679.0,-181.0,-2.866646,-181.0,-0.07519,-0.003134
1.危地马拉.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,791.0,915.0,929.0,713.0,1097.0,1126.0,951.0,839.0,660.0,713.0,614.0,611.0,661.0,589.0,-124.0,-13.551913,-124.0,-0.051512,-0.002147
1.危地马拉.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,108.0,203.0,209.0,130.0,163.0,131.0,82.0,25.0,116.0,118.0,86.0,96.0,90.0,83.0,-95.0,-46.79803,-95.0,-0.039465,-0.001645
1.危地马拉.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,683.0,712.0,720.0,583.0,934.0,995.0,869.0,814.0,544.0,595.0,528.0,515.0,571.0,506.0,-29.0,-4.073034,-29.0,-0.012047,-0.000502
1.危地马拉.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,5342.0,5399.0,5483.0,5206.0,5896.0,6152.0,5881.0,7840.0,6184.0,6607.0,6683.0,6689.0,7095.0,7090.0,-57.0,-1.055751,-57.0,-0.023679,-0.000987
1.厄瓜多尔,厄瓜多尔MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,13919.0,13878.0,14435.0,13938.0,16061.0,17016.0,16437.0,22627.0,17990.0,19016.0,19117.0,19426.0,20433.0,20367.0,41.0,0.295432,41.0,0.017032,0.00071
1.厄瓜多尔.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1859.0,1844.0,2021.0,1701.0,2228.0,2484.0,2158.0,2008.0,1630.0,1837.0,1652.0,1773.0,1924.0,1771.0,15.0,0.813449,15.0,0.006231,0.00026
1.厄瓜多尔.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,177.0,205.0,237.0,200.0,207.0,167.0,87.0,50.0,249.0,221.0,203.0,200.0,199.0,202.0,-28.0,-13.658537,-28.0,-0.011632,-0.000485
1.厄瓜多尔.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,1682.0,1639.0,1784.0,1501.0,2021.0,2317.0,2071.0,1958.0,1381.0,1616.0,1449.0,1573.0,1725.0,1569.0,43.0,2.623551,43.0,0.017863,0.000745
1.厄瓜多尔.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,12060.0,12034.0,12414.0,12237.0,13833.0,14532.0,14279.0,20619.0,16360.0,17179.0,17465.0,17653.0,18509.0,18596.0,26.0,0.216055,26.0,0.010801,0.00045
1.厄立特里亚,厄立特里亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,4.0,3.0,3.0,,,,,
1.厄立特里亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,,1.0,,,,,,,,,1.0,1.0,,2.0,,,,,
1.厄立特里亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,,,,,,,,,,,,,,,,,,,
1.厄立特里亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,,1.0,,,,,,,,,1.0,1.0,,2.0,,,,,
1.厄立特里亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,,0.0,,,,,,,,,2.0,3.0,,1.0,,,,,
1.叙利亚,叙利亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,4594.0,4333.0,3972.0,3842.0,4527.0,4600.0,4554.0,5326.0,5556.0,6026.0,6049.0,6390.0,6419.0,7097.0,261.0,6.02354,261.0,0.108424,0.004519
1.叙利亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,857.0,661.0,365.0,334.0,511.0,503.0,508.0,609.0,520.0,619.0,581.0,625.0,537.0,561.0,196.0,29.652042,196.0,0.081422,0.003394
1.叙利亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,85.0,156.0,53.0,40.0,79.0,77.0,38.0,45.0,132.0,170.0,115.0,131.0,153.0,168.0,-71.0,-45.512821,-71.0,-0.029495,-0.001229
1.叙利亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,772.0,505.0,312.0,294.0,432.0,426.0,470.0,564.0,388.0,449.0,466.0,494.0,384.0,393.0,267.0,52.871287,267.0,0.110916,0.004623
1.叙利亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,3737.0,3672.0,3607.0,3508.0,4016.0,4097.0,4046.0,4717.0,5036.0,5407.0,5468.0,5765.0,5882.0,6536.0,65.0,1.770153,65.0,0.027002,0.001126
1.古巴,古巴MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,897.0,1025.0,931.0,1078.0,1612.0,1575.0,1546.0,2027.0,2233.0,2454.0,2525.0,2460.0,2734.0,3156.0,-128.0,-12.487805,-128.0,-0.053173,-0.002216
1.古巴.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,141.0,170.0,118.0,112.0,207.0,215.0,185.0,315.0,339.0,305.0,301.0,166.0,148.0,162.0,-29.0,-17.058824,-29.0,-0.012047,-0.000502
1.古巴.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,18.0,52.0,29.0,31.0,43.0,48.0,40.0,7.0,22.0,21.0,10.0,16.0,12.0,22.0,-34.0,-65.384615,-34.0,-0.014124,-0.000589
1.古巴.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,123.0,118.0,89.0,81.0,164.0,167.0,145.0,308.0,317.0,284.0,291.0,150.0,136.0,140.0,5.0,4.237288,5.0,0.002077,8.7e-05
1.古巴.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,756.0,855.0,813.0,966.0,1405.0,1360.0,1361.0,1712.0,1894.0,2149.0,2224.0,2294.0,2586.0,2994.0,-99.0,-11.578947,-99.0,-0.041126,-0.001714
1.台湾,台湾MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3036.0,2995.0,2486.0,1987.0,2184.0,2334.0,2210.0,2848.0,2120.0,2093.0,2156.0,2193.0,2096.0,2163.0,41.0,1.368948,41.0,0.017032,0.00071
1.台湾.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,342.0,312.0,354.0,380.0,423.0,466.0,525.0,798.0,522.0,415.0,432.0,565.0,331.0,290.0,30.0,9.615385,30.0,0.012463,0.000519
1.台湾.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,16.0,18.0,20.0,25.0,22.0,13.0,13.0,82.0,252.0,78.0,75.0,115.0,48.0,48.0,-2.0,-11.111111,-2.0,-0.000831,-3.5e-05
1.台湾.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,326.0,294.0,334.0,355.0,401.0,453.0,512.0,716.0,270.0,337.0,357.0,450.0,283.0,242.0,32.0,10.884354,32.0,0.013293,0.000554
1.台湾.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2694.0,2683.0,2132.0,1607.0,1761.0,1868.0,1685.0,2050.0,1598.0,1678.0,1724.0,1628.0,1765.0,1873.0,11.0,0.409989,11.0,0.00457,0.00019
1.吉尔吉斯斯坦,吉尔吉斯斯坦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3801.0,2283.0,2327.0,2326.0,2765.0,2961.0,2925.0,3471.0,2991.0,3638.0,3648.0,3400.0,3353.0,3468.0,1518.0,66.491459,1518.0,0.630603,0.026285
1.吉尔吉斯斯坦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1711.0,440.0,460.0,435.0,613.0,610.0,639.0,643.0,442.0,633.0,628.0,588.0,445.0,520.0,1271.0,288.863636,1271.0,0.527995,0.022008
1.吉尔吉斯斯坦.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,68.0,77.0,91.0,61.0,109.0,84.0,58.0,24.0,75.0,109.0,99.0,56.0,63.0,120.0,-9.0,-11.688312,-9.0,-0.003739,-0.000156
1.吉尔吉斯斯坦.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,1643.0,363.0,369.0,374.0,504.0,526.0,581.0,619.0,367.0,524.0,529.0,532.0,382.0,400.0,1280.0,352.61708,1280.0,0.531734,0.022164
1.吉尔吉斯斯坦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2090.0,1843.0,1867.0,1891.0,2152.0,2351.0,2286.0,2828.0,2549.0,3005.0,3020.0,2812.0,2908.0,2948.0,247.0,13.402062,247.0,0.102608,0.004277
1.吉布提,吉布提MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,57.0,45.0,66.0,58.0,68.0,65.0,82.0,101.0,85.0,90.0,93.0,122.0,150.0,129.0,12.0,26.666667,12.0,0.004985,0.000208
1.吉布提.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,16.0,5.0,7.0,4.0,6.0,7.0,9.0,22.0,11.0,12.0,11.0,13.0,14.0,11.0,11.0,220.0,11.0,0.00457,0.00019
1.吉布提.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,1.0,,,,1.0,,,1.0,2.0,,1.0,2.0,1.0,1.0,,,,,
1.吉布提.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,15.0,5.0,7.0,4.0,5.0,7.0,9.0,21.0,9.0,12.0,10.0,11.0,13.0,10.0,10.0,200.0,10.0,0.004154,0.000173
1.吉布提.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,41.0,40.0,59.0,54.0,62.0,58.0,73.0,79.0,74.0,78.0,82.0,109.0,136.0,118.0,1.0,2.5,1.0,0.000415,1.7e-05
1.哈萨克斯坦,哈萨克斯坦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,22527.0,15589.0,16426.0,14792.0,16924.0,17235.0,16803.0,21932.0,18151.0,20507.0,21257.0,20986.0,20537.0,19519.0,6938.0,44.505741,6938.0,2.882163,0.120136
1.哈萨克斯坦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,8551.0,2572.0,3004.0,2628.0,3265.0,3315.0,3255.0,3222.0,2461.0,2859.0,3121.0,3215.0,2820.0,2726.0,5979.0,232.465008,5979.0,2.483778,0.10353
1.哈萨克斯坦.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,313.0,360.0,433.0,335.0,463.0,389.0,277.0,137.0,474.0,439.0,411.0,363.0,373.0,502.0,-47.0,-13.055556,-47.0,-0.019525,-0.000814
1.哈萨克斯坦.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,8238.0,2212.0,2571.0,2293.0,2802.0,2926.0,2978.0,3085.0,1987.0,2420.0,2710.0,2852.0,2447.0,2224.0,6026.0,272.423146,6026.0,2.503303,0.104344
1.哈萨克斯坦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,13976.0,13017.0,13422.0,12164.0,13659.0,13920.0,13548.0,18710.0,15690.0,17648.0,18136.0,17771.0,17717.0,16793.0,959.0,7.367289,959.0,0.398385,0.016606
1.哥伦比亚,哥伦比亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,59293.0,59372.0,60681.0,57880.0,67306.0,68992.0,65061.0,89603.0,69279.0,71187.0,72753.0,72227.0,73648.0,72695.0,-79.0,-0.133059,-79.0,-0.032818,-0.001368
1.哥伦比亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,7345.0,7474.0,7739.0,6992.0,9336.0,10582.0,8633.0,7682.0,5305.0,5862.0,5899.0,6161.0,6501.0,5932.0,-129.0,-1.725983,-129.0,-0.053589,-0.002234
1.哥伦比亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,604.0,837.0,883.0,716.0,798.0,660.0,359.0,215.0,679.0,626.0,572.0,564.0,568.0,580.0,-233.0,-27.837515,-233.0,-0.096792,-0.004035
1.哥伦比亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,6741.0,6637.0,6856.0,6276.0,8538.0,9922.0,8274.0,7467.0,4626.0,5236.0,5327.0,5597.0,5933.0,5352.0,104.0,1.566973,104.0,0.043203,0.001801
1.哥伦比亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,51948.0,51898.0,52942.0,50888.0,57970.0,58410.0,56428.0,81921.0,63974.0,65325.0,66854.0,66066.0,67147.0,66763.0,50.0,0.096343,50.0,0.020771,0.000866
1.哥斯达黎加,哥斯达黎加MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,5076.0,5228.0,5653.0,5128.0,5930.0,5975.0,5175.0,6420.0,5120.0,5719.0,6004.0,5785.0,5941.0,6062.0,-152.0,-2.907422,-152.0,-0.063143,-0.002632
1.哥斯达黎加.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,596.0,656.0,724.0,634.0,873.0,857.0,652.0,583.0,447.0,500.0,562.0,450.0,523.0,513.0,-60.0,-9.146341,-60.0,-0.024925,-0.001039
1.哥斯达黎加.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,55.0,97.0,94.0,81.0,94.0,85.0,41.0,13.0,83.0,47.0,66.0,43.0,69.0,58.0,-42.0,-43.298969,-42.0,-0.017448,-0.000727
1.哥斯达黎加.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,541.0,559.0,630.0,553.0,779.0,772.0,611.0,570.0,364.0,453.0,496.0,407.0,454.0,455.0,-18.0,-3.220036,-18.0,-0.007478,-0.000312
1.哥斯达黎加.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,4480.0,4572.0,4929.0,4494.0,5057.0,5118.0,4523.0,5837.0,4673.0,5219.0,5442.0,5335.0,5418.0,5549.0,-92.0,-2.012248,-92.0,-0.038218,-0.001593
1.喀麦隆,喀麦隆MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,2084.0,1641.0,1517.0,1357.0,1468.0,1464.0,1304.0,1662.0,1540.0,1649.0,1596.0,1477.0,1595.0,1627.0,443.0,26.995734,443.0,0.18403,0.007671
1.喀麦隆.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,801.0,544.0,403.0,288.0,344.0,315.0,235.0,333.0,238.0,316.0,290.0,180.0,173.0,187.0,257.0,47.242647,257.0,0.106762,0.00445
1.喀麦隆.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,10.0,8.0,24.0,10.0,3.0,5.0,2.0,7.0,12.0,11.0,14.0,22.0,22.0,16.0,2.0,25.0,2.0,0.000831,3.5e-05
1.喀麦隆.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,791.0,536.0,379.0,278.0,341.0,310.0,233.0,326.0,226.0,305.0,276.0,158.0,151.0,171.0,255.0,47.574627,255.0,0.105931,0.004415
1.喀麦隆.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1283.0,1097.0,1114.0,1069.0,1124.0,1149.0,1069.0,1329.0,1302.0,1333.0,1306.0,1297.0,1422.0,1440.0,186.0,16.955333,186.0,0.077268,0.003221
1.图瓦卢,图瓦卢MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,,1.0,1.0,,,1.0,3.0,1.0,,,,1.0,,,,,,,
1.图瓦卢.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,,1.0,,,,,,,,,,,,,,,,,
1.图瓦卢.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,,,,,,,,,,,,,,,,,,,
1.图瓦卢.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,,1.0,,,,,,,,,,,,,,,,,
1.图瓦卢.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,,0.0,,,,,,,,,,,,,,,,,
1.土库曼斯坦,土库曼斯坦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,194.0,128.0,115.0,144.0,144.0,164.0,224.0,294.0,533.0,740.0,660.0,429.0,426.0,335.0,66.0,51.5625,66.0,0.027418,0.001143
1.土库曼斯坦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,8.0,5.0,1.0,3.0,6.0,3.0,8.0,18.0,67.0,148.0,109.0,54.0,47.0,24.0,3.0,60.0,3.0,0.001246,5.2e-05
1.土库曼斯坦.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,2.0,,,,,,,5.0,22.0,28.0,25.0,19.0,14.0,5.0,,,,,
1.土库曼斯坦.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,6.0,5.0,1.0,3.0,6.0,3.0,8.0,13.0,45.0,120.0,84.0,35.0,33.0,19.0,1.0,20.0,1.0,0.000415,1.7e-05
1.土库曼斯坦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,186.0,123.0,114.0,141.0,138.0,161.0,216.0,276.0,466.0,592.0,551.0,375.0,379.0,311.0,63.0,51.219512,63.0,0.026171,0.001091
1.土耳其,土耳其MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,124612.0,107207.0,60742.0,57437.0,64335.0,68251.0,72377.0,103916.0,91239.0,102948.0,102695.0,101103.0,97448.0,103847.0,17405.0,16.234947,17405.0,7.230332,0.301378
1.土耳其.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,55139.0,50934.0,9316.0,7509.0,8696.0,8986.0,10452.0,11344.0,8435.0,11627.0,11287.0,10645.0,8872.0,20108.0,4205.0,8.255782,4205.0,1.746828,0.072812
1.土耳其.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,39624.0,37381.0,824.0,214.0,205.0,145.0,145.0,104.0,412.0,491.0,513.0,467.0,423.0,12390.0,2243.0,6.000375,2243.0,0.93178,0.038839
1.土耳其.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,15515.0,13553.0,8492.0,7295.0,8491.0,8841.0,10307.0,11240.0,8023.0,11136.0,10774.0,10178.0,8449.0,7718.0,1962.0,14.4765,1962.0,0.815048,0.033973
1.土耳其.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,69473.0,56273.0,51426.0,49928.0,55639.0,59265.0,61925.0,92572.0,82804.0,91321.0,91408.0,90458.0,88576.0,83739.0,13200.0,23.457075,13200.0,5.483504,0.228566
1.圣卢西亚,圣卢西亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,535.0,505.0,559.0,419.0,528.0,550.0,491.0,551.0,431.0,493.0,564.0,516.0,524.0,479.0,30.0,5.940594,30.0,0.012463,0.000519
1.圣卢西亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,58.0,52.0,55.0,28.0,40.0,63.0,36.0,42.0,21.0,24.0,35.0,23.0,32.0,23.0,6.0,11.538462,6.0,0.002493,0.000104
1.圣卢西亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,3.0,1.0,3.0,,5.0,3.0,2.0,,,4.0,6.0,1.0,5.0,2.0,2.0,200.0,2.0,0.000831,3.5e-05
1.圣卢西亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,55.0,51.0,52.0,28.0,35.0,60.0,34.0,42.0,21.0,20.0,29.0,22.0,27.0,21.0,4.0,7.843137,4.0,0.001662,6.9e-05
1.圣卢西亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,477.0,453.0,504.0,391.0,488.0,487.0,455.0,509.0,410.0,469.0,529.0,493.0,492.0,456.0,24.0,5.298013,24.0,0.00997,0.000416
