abcode,rate_type,lcx,retention_rate,retention_rate_source,power_a,power_b
28905,adj,116,0.01619175,预估,0.12597692,-0.431589
28905,adj,117,0.01613187,预估,0.12597692,-0.431589
28905,adj,118,0.01607273,预估,0.12597692,-0.431589
28905,adj,119,0.01601430,预估,0.12597692,-0.431589
28905,adj,120,0.01595656,预估,0.12597692,-0.431589
28905,adj,121,0.01589951,预估,0.12597692,-0.431589
28905,adj,122,0.01584313,预估,0.12597692,-0.431589
28905,adj,123,0.01578741,预估,0.12597692,-0.431589
28905,adj,124,0.01573234,预估,0.12597692,-0.431589
28905,adj,125,0.01567790,预估,0.12597692,-0.431589
28905,adj,126,0.01562407,预估,0.12597692,-0.431589
28905,adj,127,0.01557086,预估,0.12597692,-0.431589
28905,adj,128,0.01551824,预估,0.12597692,-0.431589
28905,adj,129,0.01546621,预估,0.12597692,-0.431589
28905,adj,130,0.01541475,预估,0.12597692,-0.431589
28905,adj,131,0.01536385,预估,0.12597692,-0.431589
28905,adj,132,0.01531351,预估,0.12597692,-0.431589
28905,adj,133,0.01526371,预估,0.12597692,-0.431589
28905,adj,134,0.01521444,预估,0.12597692,-0.431589
28905,adj,135,0.01516570,预估,0.12597692,-0.431589
28905,adj,136,0.01511747,预估,0.12597692,-0.431589
28905,adj,137,0.01506975,预估,0.12597692,-0.431589
28905,adj,138,0.01502252,预估,0.12597692,-0.431589
28905,adj,139,0.01497578,预估,0.12597692,-0.431589
28905,adj,140,0.01492952,预估,0.12597692,-0.431589
28905,adj,141,0.01488373,预估,0.12597692,-0.431589
28905,adj,142,0.01483840,预估,0.12597692,-0.431589
28905,adj,143,0.01479353,预估,0.12597692,-0.431589
28905,adj,144,0.01474910,预估,0.12597692,-0.431589
28905,adj,145,0.01470511,预估,0.12597692,-0.431589
28905,adj,146,0.01466156,预估,0.12597692,-0.431589
28905,adj,147,0.01461843,预估,0.12597692,-0.431589
28905,adj,148,0.01457572,预估,0.12597692,-0.431589
28905,adj,149,0.01453342,预估,0.12597692,-0.431589
28905,adj,150,0.01449152,预估,0.12597692,-0.431589
28905,adj,151,0.01445002,预估,0.12597692,-0.431589
28905,adj,152,0.01440892,预估,0.12597692,-0.431589
28905,adj,153,0.01436820,预估,0.12597692,-0.431589
28905,adj,154,0.01432786,预估,0.12597692,-0.431589
28905,adj,155,0.01428789,预估,0.12597692,-0.431589
28905,adj,156,0.01424829,预估,0.12597692,-0.431589
28905,adj,157,0.01420905,预估,0.12597692,-0.431589
28905,adj,158,0.01417016,预估,0.12597692,-0.431589
28905,adj,159,0.01413163,预估,0.12597692,-0.431589
28905,adj,160,0.01409344,预估,0.12597692,-0.431589
28905,adj,161,0.01405560,预估,0.12597692,-0.431589
28905,adj,162,0.01401809,预估,0.12597692,-0.431589
28905,adj,163,0.01398090,预估,0.12597692,-0.431589
28905,adj,164,0.01394405,预估,0.12597692,-0.431589
28905,adj,165,0.01390751,预估,0.12597692,-0.431589
28905,adj,166,0.01387129,预估,0.12597692,-0.431589
28905,adj,167,0.01383538,预估,0.12597692,-0.431589
28905,adj,168,0.01379978,预估,0.12597692,-0.431589
28905,adj,169,0.01376448,预估,0.12597692,-0.431589
28905,adj,170,0.01372947,预估,0.12597692,-0.431589
28905,adj,171,0.01369476,预估,0.12597692,-0.431589
28905,adj,172,0.01366034,预估,0.12597692,-0.431589
28905,adj,173,0.01362621,预估,0.12597692,-0.431589
28905,adj,174,0.01359235,预估,0.12597692,-0.431589
28905,adj,175,0.01355878,预估,0.12597692,-0.431589
28905,adj,176,0.01352547,预估,0.12597692,-0.431589
28905,adj,177,0.01349244,预估,0.12597692,-0.431589
28905,adj,178,0.01345967,预估,0.12597692,-0.431589
28905,adj,179,0.01342717,预估,0.12597692,-0.431589
28905,adj,180,0.01339492,预估,0.12597692,-0.431589
28905,adj,181,0.01336293,预估,0.12597692,-0.431589
28905,adj,182,0.01333120,预估,0.12597692,-0.431589
28905,adj,183,0.01329971,预估,0.12597692,-0.431589
28905,adj,184,0.01326846,预估,0.12597692,-0.431589
28905,adj,185,0.01323746,预估,0.12597692,-0.431589
28905,adj,186,0.01320670,预估,0.12597692,-0.431589
28905,adj,187,0.01317617,预估,0.12597692,-0.431589
28905,adj,188,0.01314588,预估,0.12597692,-0.431589
28905,adj,189,0.01311581,预估,0.12597692,-0.431589
28905,adj,190,0.01308598,预估,0.12597692,-0.431589
28905,adj,191,0.01305636,预估,0.12597692,-0.431589
28905,adj,192,0.01302697,预估,0.12597692,-0.431589
28905,adj,193,0.01299780,预估,0.12597692,-0.431589
28905,adj,194,0.01296884,预估,0.12597692,-0.431589
28905,adj,195,0.01294009,预估,0.12597692,-0.431589
28905,adj,196,0.01291156,预估,0.12597692,-0.431589
28905,adj,197,0.01288323,预估,0.12597692,-0.431589
28905,adj,198,0.01285511,预估,0.12597692,-0.431589
28905,adj,199,0.01282719,预估,0.12597692,-0.431589
28905,adj,200,0.01279947,预估,0.12597692,-0.431589
28905,adj,201,0.01277194,预估,0.12597692,-0.431589
28905,adj,202,0.01274462,预估,0.12597692,-0.431589
28905,adj,203,0.01271748,预估,0.12597692,-0.431589
28905,adj,204,0.01269054,预估,0.12597692,-0.431589
28905,adj,205,0.01266379,预估,0.12597692,-0.431589
28905,adj,206,0.01263722,预估,0.12597692,-0.431589
28905,adj,207,0.01261083,预估,0.12597692,-0.431589
28905,adj,208,0.01258463,预估,0.12597692,-0.431589
28905,adj,209,0.01255861,预估,0.12597692,-0.431589
28905,adj,210,0.01253276,预估,0.12597692,-0.431589
28905,adj,211,0.01250709,预估,0.12597692,-0.431589
28905,adj,212,0.01248160,预估,0.12597692,-0.431589
28905,adj,213,0.01245627,预估,0.12597692,-0.431589
28905,adj,214,0.01243112,预估,0.12597692,-0.431589
28905,adj,215,0.01240613,预估,0.12597692,-0.431589
28905,adj,216,0.01238131,预估,0.12597692,-0.431589
28905,adj,217,0.01235665,预估,0.12597692,-0.431589
28905,adj,218,0.01233216,预估,0.12597692,-0.431589
28905,adj,219,0.01230782,预估,0.12597692,-0.431589
28905,adj,220,0.01228364,预估,0.12597692,-0.431589
28905,adj,221,0.01225962,预估,0.12597692,-0.431589
28905,adj,222,0.01223576,预估,0.12597692,-0.431589
28905,adj,223,0.01221205,预估,0.12597692,-0.431589
28905,adj,224,0.01218849,预估,0.12597692,-0.431589
28905,adj,225,0.01216508,预估,0.12597692,-0.431589
28905,adj,226,0.01214182,预估,0.12597692,-0.431589
28905,adj,227,0.01211871,预估,0.12597692,-0.431589
28905,adj,228,0.01209574,预估,0.12597692,-0.431589
28905,adj,229,0.01207291,预估,0.12597692,-0.431589
28905,adj,230,0.01205023,预估,0.12597692,-0.431589
28905,adj,231,0.01202769,预估,0.12597692,-0.431589
28905,adj,232,0.01200529,预估,0.12597692,-0.431589
28905,adj,233,0.01198302,预估,0.12597692,-0.431589
28905,adj,234,0.01196089,预估,0.12597692,-0.431589
28905,adj,235,0.01193890,预估,0.12597692,-0.431589
28905,adj,236,0.01191704,预估,0.12597692,-0.431589
28905,adj,237,0.01189531,预估,0.12597692,-0.431589
28905,adj,238,0.01187371,预估,0.12597692,-0.431589
28905,adj,239,0.01185225,预估,0.12597692,-0.431589
28905,adj,240,0.01183091,预估,0.12597692,-0.431589
28905,adj,241,0.01180970,预估,0.12597692,-0.431589
28905,adj,242,0.01178861,预估,0.12597692,-0.431589
28905,adj,243,0.01176765,预估,0.12597692,-0.431589
28905,adj,244,0.01174681,预估,0.12597692,-0.431589
28905,adj,245,0.01172609,预估,0.12597692,-0.431589
28905,adj,246,0.01170550,预估,0.12597692,-0.431589
28905,adj,247,0.01168502,预估,0.12597692,-0.431589
28905,adj,248,0.01166466,预估,0.12597692,-0.431589
28905,adj,249,0.01164442,预估,0.12597692,-0.431589
28905,adj,250,0.01162429,预估,0.12597692,-0.431589
28905,adj,251,0.01160428,预估,0.12597692,-0.431589
28905,adj,252,0.01158439,预估,0.12597692,-0.431589
28905,adj,253,0.01156460,预估,0.12597692,-0.431589
28905,adj,254,0.01154493,预估,0.12597692,-0.431589
28905,adj,255,0.01152537,预估,0.12597692,-0.431589
28905,adj,256,0.01150592,预估,0.12597692,-0.431589
28905,adj,257,0.01148657,预估,0.12597692,-0.431589
28905,adj,258,0.01146734,预估,0.12597692,-0.431589
28905,adj,259,0.01144821,预估,0.12597692,-0.431589
28905,adj,260,0.01142918,预估,0.12597692,-0.431589
28905,adj,261,0.01141026,预估,0.12597692,-0.431589
28905,adj,262,0.01139145,预估,0.12597692,-0.431589
28905,adj,263,0.01137273,预估,0.12597692,-0.431589
28905,adj,264,0.01135412,预估,0.12597692,-0.431589
28905,adj,265,0.01133561,预估,0.12597692,-0.431589
28905,adj,266,0.01131720,预估,0.12597692,-0.431589
28905,adj,267,0.01129888,预估,0.12597692,-0.431589
28905,adj,268,0.01128067,预估,0.12597692,-0.431589
28905,adj,269,0.01126255,预估,0.12597692,-0.431589
28905,adj,270,0.01124453,预估,0.12597692,-0.431589
28905,adj,271,0.01122660,预估,0.12597692,-0.431589
28905,adj,272,0.01120877,预估,0.12597692,-0.431589
28905,adj,273,0.01119103,预估,0.12597692,-0.431589
28905,adj,274,0.01117338,预估,0.12597692,-0.431589
28905,adj,275,0.01115583,预估,0.12597692,-0.431589
28905,adj,276,0.01113837,预估,0.12597692,-0.431589
28905,adj,277,0.01112100,预估,0.12597692,-0.431589
28905,adj,278,0.01110371,预估,0.12597692,-0.431589
28905,adj,279,0.01108652,预估,0.12597692,-0.431589
28905,adj,280,0.01106941,预估,0.12597692,-0.431589
28905,adj,281,0.01105239,预估,0.12597692,-0.431589
28905,adj,282,0.01103546,预估,0.12597692,-0.431589
28905,adj,283,0.01101862,预估,0.12597692,-0.431589
28905,adj,284,0.01100185,预估,0.12597692,-0.431589
28905,adj,285,0.01098518,预估,0.12597692,-0.431589
28905,adj,286,0.01096858,预估,0.12597692,-0.431589
28905,adj,287,0.01095207,预估,0.12597692,-0.431589
28905,adj,288,0.01093564,预估,0.12597692,-0.431589
28905,adj,289,0.01091930,预估,0.12597692,-0.431589
28905,adj,290,0.01090303,预估,0.12597692,-0.431589
28905,adj,291,0.01088684,预估,0.12597692,-0.431589
28905,adj,292,0.01087074,预估,0.12597692,-0.431589
28905,adj,293,0.01085471,预估,0.12597692,-0.431589
28905,adj,294,0.01083876,预估,0.12597692,-0.431589
28905,adj,295,0.01082289,预估,0.12597692,-0.431589
28905,adj,296,0.01080709,预估,0.12597692,-0.431589
28905,adj,297,0.01079137,预估,0.12597692,-0.431589
28905,adj,298,0.01077573,预估,0.12597692,-0.431589
28905,adj,299,0.01076016,预估,0.12597692,-0.431589
28905,adj,300,0.01074466,预估,0.12597692,-0.431589
28905,adj,301,0.01072924,预估,0.12597692,-0.431589
28905,adj,302,0.01071389,预估,0.12597692,-0.431589
28905,adj,303,0.01069862,预估,0.12597692,-0.431589
28905,adj,304,0.01068342,预估,0.12597692,-0.431589
28905,adj,305,0.01066828,预估,0.12597692,-0.431589
28905,adj,306,0.01065322,预估,0.12597692,-0.431589
28905,adj,307,0.01063823,预估,0.12597692,-0.431589
28905,adj,308,0.01062331,预估,0.12597692,-0.431589
28905,adj,309,0.01060846,预估,0.12597692,-0.431589
28905,adj,310,0.01059368,预估,0.12597692,-0.431589
28905,adj,311,0.01057896,预估,0.12597692,-0.431589
28905,adj,312,0.01056432,预估,0.12597692,-0.431589
28905,adj,313,0.01054974,预估,0.12597692,-0.431589
28905,adj,314,0.01053522,预估,0.12597692,-0.431589
28905,adj,315,0.01052078,预估,0.12597692,-0.431589
28905,adj,316,0.01050639,预估,0.12597692,-0.431589
28905,adj,317,0.01049208,预估,0.12597692,-0.431589
28905,adj,318,0.01047782,预估,0.12597692,-0.431589
28905,adj,319,0.01046363,预估,0.12597692,-0.431589
28905,adj,320,0.01044951,预估,0.12597692,-0.431589
28905,adj,321,0.01043545,预估,0.12597692,-0.431589
28905,adj,322,0.01042145,预估,0.12597692,-0.431589
28905,adj,323,0.01040751,预估,0.12597692,-0.431589
28905,adj,324,0.01039364,预估,0.12597692,-0.431589
28905,adj,325,0.01037982,预估,0.12597692,-0.431589
28905,adj,326,0.01036607,预估,0.12597692,-0.431589
28905,adj,327,0.01035237,预估,0.12597692,-0.431589
28905,adj,328,0.01033874,预估,0.12597692,-0.431589
28905,adj,329,0.01032517,预估,0.12597692,-0.431589
28905,adj,330,0.01031165,预估,0.12597692,-0.431589
28905,adj,331,0.01029819,预估,0.12597692,-0.431589
28905,adj,332,0.01028479,预估,0.12597692,-0.431589
28905,adj,333,0.01027145,预估,0.12597692,-0.431589
28905,adj,334,0.01025817,预估,0.12597692,-0.431589
28905,adj,335,0.01024494,预估,0.12597692,-0.431589
28905,adj,336,0.01023177,预估,0.12597692,-0.431589
28905,adj,337,0.01021866,预估,0.12597692,-0.431589
28905,adj,338,0.01020560,预估,0.12597692,-0.431589
28905,adj,339,0.01019259,预估,0.12597692,-0.431589
28905,adj,340,0.01017965,预估,0.12597692,-0.431589
28905,adj,341,0.01016675,预估,0.12597692,-0.431589
28905,adj,342,0.01015391,预估,0.12597692,-0.431589
28905,adj,343,0.01014112,预估,0.12597692,-0.431589
28905,adj,344,0.01012839,预估,0.12597692,-0.431589
28905,adj,345,0.01011571,预估,0.12597692,-0.431589
28905,adj,346,0.01010308,预估,0.12597692,-0.431589
28905,adj,347,0.01009050,预估,0.12597692,-0.431589
28905,adj,348,0.01007798,预估,0.12597692,-0.431589
28905,adj,349,0.01006551,预估,0.12597692,-0.431589
28905,adj,350,0.01005308,预估,0.12597692,-0.431589
28905,adj,351,0.01004071,预估,0.12597692,-0.431589
28905,adj,352,0.01002839,预估,0.12597692,-0.431589
28905,adj,353,0.01001612,预估,0.12597692,-0.431589
28905,adj,354,0.01000390,预估,0.12597692,-0.431589
28905,adj,355,0.00999173,预估,0.12597692,-0.431589
28905,adj,356,0.00997960,预估,0.12597692,-0.431589
28905,adj,357,0.00996753,预估,0.12597692,-0.431589
28905,adj,358,0.00995550,预估,0.12597692,-0.431589
28905,adj,359,0.00994353,预估,0.12597692,-0.431589
28905,adj,360,0.00993160,预估,0.12597692,-0.431589
28905,adj,361,0.00991971,预估,0.12597692,-0.431589
28905,adj,362,0.00990788,预估,0.12597692,-0.431589
28905,adj,363,0.00989609,预估,0.12597692,-0.431589
28905,adj,364,0.00988435,预估,0.12597692,-0.431589
28905,adj,365,0.00987265,预估,0.12597692,-0.431589
28906,raw,1,0.14510000,真实,0.12552401,-0.441869
28906,raw,2,0.08876154,真实,0.12552401,-0.441869
28906,raw,3,0.07046154,真实,0.12552401,-0.441869
28906,raw,4,0.06263846,真实,0.12552401,-0.441869
28906,raw,5,0.05779231,真实,0.12552401,-0.441869
28906,raw,6,0.05526923,真实,0.12552401,-0.441869
28906,raw,7,0.05295385,真实,0.12552401,-0.441869
28906,raw,8,0.05030833,真实,0.12552401,-0.441869
28906,raw,9,0.04973636,真实,0.12552401,-0.441869
28906,raw,10,0.04598000,真实,0.12552401,-0.441869
28906,raw,11,0.04443333,真实,0.12552401,-0.441869
28906,raw,12,0.04180000,真实,0.12552401,-0.441869
28906,raw,13,0.04158571,真实,0.12552401,-0.441869
28906,raw,14,0.04133333,真实,0.12552401,-0.441869
28906,raw,15,0.03793575,预估,0.12552401,-0.441869
28906,raw,16,0.03686919,预估,0.12552401,-0.441869
28906,raw,17,0.03589465,预估,0.12552401,-0.441869
28906,raw,18,0.03499943,预估,0.12552401,-0.441869
28906,raw,19,0.03417318,预估,0.12552401,-0.441869
28906,raw,20,0.03340736,预估,0.12552401,-0.441869
28906,raw,21,0.03269484,预估,0.12552401,-0.441869
28906,raw,22,0.03202963,预估,0.12552401,-0.441869
28906,raw,23,0.03140665,预估,0.12552401,-0.441869
28906,raw,24,0.03082154,预估,0.12552401,-0.441869
28906,raw,25,0.03027057,预估,0.12552401,-0.441869
28906,raw,26,0.02975049,预估,0.12552401,-0.441869
28906,raw,27,0.02925847,预估,0.12552401,-0.441869
28906,raw,28,0.02879206,预估,0.12552401,-0.441869
28906,raw,29,0.02834906,预估,0.12552401,-0.441869
28906,raw,30,0.02792755,预估,0.12552401,-0.441869
28906,raw,31,0.02752583,预估,0.12552401,-0.441869
28906,raw,32,0.02714238,预估,0.12552401,-0.441869
28906,raw,33,0.02677582,预估,0.12552401,-0.441869
28906,raw,34,0.02642493,预估,0.12552401,-0.441869
28906,raw,35,0.02608862,预估,0.12552401,-0.441869
28906,raw,36,0.02576589,预估,0.12552401,-0.441869
28906,raw,37,0.02545583,预估,0.12552401,-0.441869
28906,raw,38,0.02515762,预估,0.12552401,-0.441869
28906,raw,39,0.02487052,预估,0.12552401,-0.441869
28906,raw,40,0.02459384,预估,0.12552401,-0.441869
28906,raw,41,0.02432696,预估,0.12552401,-0.441869
28906,raw,42,0.02406930,预估,0.12552401,-0.441869
28906,raw,43,0.02382034,预估,0.12552401,-0.441869
28906,raw,44,0.02357959,预估,0.12552401,-0.441869
28906,raw,45,0.02334660,预估,0.12552401,-0.441869
28906,raw,46,0.02312096,预估,0.12552401,-0.441869
28906,raw,47,0.02290228,预估,0.12552401,-0.441869
28906,raw,48,0.02269021,预估,0.12552401,-0.441869
28906,raw,49,0.02248442,预估,0.12552401,-0.441869
28906,raw,50,0.02228460,预估,0.12552401,-0.441869
28906,raw,51,0.02209046,预估,0.12552401,-0.441869
28906,raw,52,0.02190172,预估,0.12552401,-0.441869
28906,raw,53,0.02171816,预估,0.12552401,-0.441869
28906,raw,54,0.02153951,预估,0.12552401,-0.441869
28906,raw,55,0.02136558,预估,0.12552401,-0.441869
28906,raw,56,0.02119615,预估,0.12552401,-0.441869
28906,raw,57,0.02103102,预估,0.12552401,-0.441869
28906,raw,58,0.02087002,预估,0.12552401,-0.441869
28906,raw,59,0.02071297,预估,0.12552401,-0.441869
28906,raw,60,0.02055971,预估,0.12552401,-0.441869
28906,raw,61,0.02041010,预估,0.12552401,-0.441869
28906,raw,62,0.02026398,预估,0.12552401,-0.441869
28906,raw,63,0.02012121,预估,0.12552401,-0.441869
28906,raw,64,0.01998168,预估,0.12552401,-0.441869
28906,raw,65,0.01984526,预估,0.12552401,-0.441869
28906,raw,66,0.01971183,预估,0.12552401,-0.441869
28906,raw,67,0.01958128,预估,0.12552401,-0.441869
28906,raw,68,0.01945352,预估,0.12552401,-0.441869
28906,raw,69,0.01932843,预估,0.12552401,-0.441869
28906,raw,70,0.01920593,预估,0.12552401,-0.441869
28906,raw,71,0.01908593,预估,0.12552401,-0.441869
28906,raw,72,0.01896834,预估,0.12552401,-0.441869
28906,raw,73,0.01885308,预估,0.12552401,-0.441869
28906,raw,74,0.01874008,预估,0.12552401,-0.441869
28906,raw,75,0.01862926,预估,0.12552401,-0.441869
28906,raw,76,0.01852055,预估,0.12552401,-0.441869
28906,raw,77,0.01841388,预估,0.12552401,-0.441869
28906,raw,78,0.01830919,预估,0.12552401,-0.441869
28906,raw,79,0.01820641,预估,0.12552401,-0.441869
28906,raw,80,0.01810550,预估,0.12552401,-0.441869
28906,raw,81,0.01800639,预估,0.12552401,-0.441869
28906,raw,82,0.01790903,预估,0.12552401,-0.441869
28906,raw,83,0.01781336,预估,0.12552401,-0.441869
28906,raw,84,0.01771934,预估,0.12552401,-0.441869
28906,raw,85,0.01762693,预估,0.12552401,-0.441869
28906,raw,86,0.01753606,预估,0.12552401,-0.441869
28906,raw,87,0.01744671,预估,0.12552401,-0.441869
28906,raw,88,0.01735883,预估,0.12552401,-0.441869
28906,raw,89,0.01727237,预估,0.12552401,-0.441869
28906,raw,90,0.01718731,预估,0.12552401,-0.441869
28906,raw,91,0.01710359,预估,0.12552401,-0.441869
28906,raw,92,0.01702120,预估,0.12552401,-0.441869
28906,raw,93,0.01694008,预估,0.12552401,-0.441869
28906,raw,94,0.01686021,预估,0.12552401,-0.441869
28906,raw,95,0.01678156,预估,0.12552401,-0.441869
28906,raw,96,0.01670409,预估,0.12552401,-0.441869
28906,raw,97,0.01662778,预估,0.12552401,-0.441869
28906,raw,98,0.01655259,预估,0.12552401,-0.441869
28906,raw,99,0.01647850,预估,0.12552401,-0.441869
28906,raw,100,0.01640548,预估,0.12552401,-0.441869
28906,raw,101,0.01633351,预估,0.12552401,-0.441869
28906,raw,102,0.01626256,预估,0.12552401,-0.441869
28906,raw,103,0.01619260,预估,0.12552401,-0.441869
28906,raw,104,0.01612362,预估,0.12552401,-0.441869
28906,raw,105,0.01605558,预估,0.12552401,-0.441869
28906,raw,106,0.01598848,预估,0.12552401,-0.441869
28906,raw,107,0.01592228,预估,0.12552401,-0.441869
28906,raw,108,0.01585697,预估,0.12552401,-0.441869
28906,raw,109,0.01579252,预估,0.12552401,-0.441869
28906,raw,110,0.01572892,预估,0.12552401,-0.441869
28906,raw,111,0.01566615,预估,0.12552401,-0.441869
28906,raw,112,0.01560419,预估,0.12552401,-0.441869
28906,raw,113,0.01554302,预估,0.12552401,-0.441869
28906,raw,114,0.01548262,预估,0.12552401,-0.441869
28906,raw,115,0.01542299,预估,0.12552401,-0.441869
28906,raw,116,0.01536410,预估,0.12552401,-0.441869
28906,raw,117,0.01530593,预估,0.12552401,-0.441869
28906,raw,118,0.01524848,预估,0.12552401,-0.441869
28906,raw,119,0.01519173,预估,0.12552401,-0.441869
28906,raw,120,0.01513566,预估,0.12552401,-0.441869
28906,raw,121,0.01508026,预估,0.12552401,-0.441869
28906,raw,122,0.01502551,预估,0.12552401,-0.441869
28906,raw,123,0.01497141,预估,0.12552401,-0.441869
28906,raw,124,0.01491794,预估,0.12552401,-0.441869
28906,raw,125,0.01486509,预估,0.12552401,-0.441869
28906,raw,126,0.01481284,预估,0.12552401,-0.441869
28906,raw,127,0.01476119,预估,0.12552401,-0.441869
28906,raw,128,0.01471012,预估,0.12552401,-0.441869
28906,raw,129,0.01465963,预估,0.12552401,-0.441869
28906,raw,130,0.01460969,预估,0.12552401,-0.441869
28906,raw,131,0.01456031,预估,0.12552401,-0.441869
28906,raw,132,0.01451146,预估,0.12552401,-0.441869
28906,raw,133,0.01446315,预估,0.12552401,-0.441869
28906,raw,134,0.01441536,预估,0.12552401,-0.441869
28906,raw,135,0.01436807,预估,0.12552401,-0.441869
28906,raw,136,0.01432130,预估,0.12552401,-0.441869
28906,raw,137,0.01427501,预估,0.12552401,-0.441869
28906,raw,138,0.01422921,预估,0.12552401,-0.441869
28906,raw,139,0.01418389,预估,0.12552401,-0.441869
28906,raw,140,0.01413903,预估,0.12552401,-0.441869
28906,raw,141,0.01409463,预估,0.12552401,-0.441869
28906,raw,142,0.01405069,预估,0.12552401,-0.441869
28906,raw,143,0.01400718,预估,0.12552401,-0.441869
28906,raw,144,0.01396412,预估,0.12552401,-0.441869
28906,raw,145,0.01392148,预估,0.12552401,-0.441869
28906,raw,146,0.01387927,预估,0.12552401,-0.441869
28906,raw,147,0.01383747,预估,0.12552401,-0.441869
28906,raw,148,0.01379608,预估,0.12552401,-0.441869
28906,raw,149,0.01375509,预估,0.12552401,-0.441869
28906,raw,150,0.01371449,预估,0.12552401,-0.441869
28906,raw,151,0.01367429,预估,0.12552401,-0.441869
28906,raw,152,0.01363446,预估,0.12552401,-0.441869
28906,raw,153,0.01359501,预估,0.12552401,-0.441869
28906,raw,154,0.01355593,预估,0.12552401,-0.441869
28906,raw,155,0.01351722,预估,0.12552401,-0.441869
28906,raw,156,0.01347886,预估,0.12552401,-0.441869
28906,raw,157,0.01344086,预估,0.12552401,-0.441869
28906,raw,158,0.01340320,预估,0.12552401,-0.441869
28906,raw,159,0.01336589,预估,0.12552401,-0.441869
28906,raw,160,0.01332891,预估,0.12552401,-0.441869
28906,raw,161,0.01329227,预估,0.12552401,-0.441869
28906,raw,162,0.01325595,预估,0.12552401,-0.441869
28906,raw,163,0.01321995,预估,0.12552401,-0.441869
28906,raw,164,0.01318427,预估,0.12552401,-0.441869
28906,raw,165,0.01314891,预估,0.12552401,-0.441869
28906,raw,166,0.01311385,预估,0.12552401,-0.441869
28906,raw,167,0.01307909,预估,0.12552401,-0.441869
28906,raw,168,0.01304463,预估,0.12552401,-0.441869
28906,raw,169,0.01301047,预估,0.12552401,-0.441869
28906,raw,170,0.01297660,预估,0.12552401,-0.441869
28906,raw,171,0.01294301,预估,0.12552401,-0.441869
28906,raw,172,0.01290971,预估,0.12552401,-0.441869
28906,raw,173,0.01287668,预估,0.12552401,-0.441869
28906,raw,174,0.01284393,预估,0.12552401,-0.441869
28906,raw,175,0.01281144,预估,0.12552401,-0.441869
28906,raw,176,0.01277923,预估,0.12552401,-0.441869
28906,raw,177,0.01274727,预估,0.12552401,-0.441869
28906,raw,178,0.01271558,预估,0.12552401,-0.441869
28906,raw,179,0.01268414,预估,0.12552401,-0.441869
28906,raw,180,0.01265296,预估,0.12552401,-0.441869
28906,raw,181,0.01262202,预估,0.12552401,-0.441869
28906,raw,182,0.01259133,预估,0.12552401,-0.441869
28906,raw,183,0.01256088,预估,0.12552401,-0.441869
28906,raw,184,0.01253067,预估,0.12552401,-0.441869
28906,raw,185,0.01250069,预估,0.12552401,-0.441869
28906,raw,186,0.01247095,预估,0.12552401,-0.441869
28906,raw,187,0.01244144,预估,0.12552401,-0.441869
28906,raw,188,0.01241216,预估,0.12552401,-0.441869
28906,raw,189,0.01238309,预估,0.12552401,-0.441869
28906,raw,190,0.01235425,预估,0.12552401,-0.441869
28906,raw,191,0.01232563,预估,0.12552401,-0.441869
28906,raw,192,0.01229722,预估,0.12552401,-0.441869
28906,raw,193,0.01226903,预估,0.12552401,-0.441869
28906,raw,194,0.01224104,预估,0.12552401,-0.441869
28906,raw,195,0.01221326,预估,0.12552401,-0.441869
28906,raw,196,0.01218569,预估,0.12552401,-0.441869
28906,raw,197,0.01215832,预估,0.12552401,-0.441869
28906,raw,198,0.01213115,预估,0.12552401,-0.441869
28906,raw,199,0.01210417,预估,0.12552401,-0.441869
28906,raw,200,0.01207739,预估,0.12552401,-0.441869
28906,raw,201,0.01205081,预估,0.12552401,-0.441869
28906,raw,202,0.01202441,预估,0.12552401,-0.441869
28906,raw,203,0.01199820,预估,0.12552401,-0.441869
28906,raw,204,0.01197218,预估,0.12552401,-0.441869
28906,raw,205,0.01194634,预估,0.12552401,-0.441869
28906,raw,206,0.01192068,预估,0.12552401,-0.441869
28906,raw,207,0.01189519,预估,0.12552401,-0.441869
28906,raw,208,0.01186989,预估,0.12552401,-0.441869
28906,raw,209,0.01184476,预估,0.12552401,-0.441869
28906,raw,210,0.01181981,预估,0.12552401,-0.441869
28906,raw,211,0.01179502,预估,0.12552401,-0.441869
28906,raw,212,0.01177040,预估,0.12552401,-0.441869
28906,raw,213,0.01174595,预估,0.12552401,-0.441869
28906,raw,214,0.01172167,预估,0.12552401,-0.441869
28906,raw,215,0.01169755,预估,0.12552401,-0.441869
28906,raw,216,0.01167359,预估,0.12552401,-0.441869
28906,raw,217,0.01164979,预估,0.12552401,-0.441869
28906,raw,218,0.01162614,预估,0.12552401,-0.441869
28906,raw,219,0.01160265,预估,0.12552401,-0.441869
28906,raw,220,0.01157932,预估,0.12552401,-0.441869
28906,raw,221,0.01155614,预估,0.12552401,-0.441869
28906,raw,222,0.01153311,预估,0.12552401,-0.441869
28906,raw,223,0.01151023,预估,0.12552401,-0.441869
28906,raw,224,0.01148749,预估,0.12552401,-0.441869
28906,raw,225,0.01146491,预估,0.12552401,-0.441869
28906,raw,226,0.01144246,预估,0.12552401,-0.441869
28906,raw,227,0.01142016,预估,0.12552401,-0.441869
28906,raw,228,0.01139800,预估,0.12552401,-0.441869
28906,raw,229,0.01137598,预估,0.12552401,-0.441869
28906,raw,230,0.01135410,预估,0.12552401,-0.441869
28906,raw,231,0.01133236,预估,0.12552401,-0.441869
